entity,org_mean_yes_margin,org_stem0
Noncyclic,-5.71875,-5.71875
Semibiologic,-5.5,-5.5
Neoterical,-5.84375,-5.84375
Hemoplastic,-5.9375,-5.9375
Lactesce,-5.59375,-5.59375
Varieties,-5.625,-5.625
Foredates,-5.71875,-5.71875
Tigerlike,-5.75,-5.75
Confounders,-5.96875,-5.96875
Queller,-5.59375,-5.59375
Dietzeite,-6.09375,-6.09375
Ohmmeters,-5.59375,-5.59375
Hydatomorphic,-5.59375,-5.59375
Devalue,-6.09375,-6.09375
Tenfold,-5.71875,-5.71875
Shiraz,-5.875,-5.875
Imposthumate,-5.96875,-5.96875
Antidogmatism,-6.34375,-6.34375
Fluemen,-5.84375,-5.84375
Samani,-5.8125,-5.8125
Ratlins,-5.8125,-5.8125
Unintegrative,-5.84375,-5.84375
Squidgier,-5.375,-5.375
Heterosis,-5.9375,-5.9375
Hijacks,-5.96875,-5.96875
Potties,-5.71875,-5.71875
Smellie,-5.59375,-5.59375
Stoolball,-6.09375,-6.09375
Podargidae,-6.4375,-6.4375
Chattelship,-6.09375,-6.09375
Maturescence,-5.96875,-5.96875
Ziggurat,-5.6875,-5.6875
Angiosymphysis,-5.8125,-5.8125
Caimitillo,-5.46875,-5.46875
Meringues,-5.84375,-5.84375
Zymometer,-5.46875,-5.46875
Overcommit,-5.59375,-5.59375
Furfuramid,-5.8125,-5.8125
Tiglon,-5.71875,-5.71875
Bitonalities,-5.96875,-5.96875
Toiler,-5.84375,-5.84375
Tabulare,-5.59375,-5.59375
Jobarbe,-6.09375,-6.09375
Bisetose,-5.6875,-5.6875
Monodist,-5.71875,-5.71875
Unfoxy,-5.84375,-5.84375
Lamblike,-5.9375,-5.9375
Afrikaans,-6.09375,-6.09375
Rerecord,-5.8125,-5.8125
Celiac,-5.71875,-5.71875
Imperialize,-5.5,-5.5
Tinctures,-5.9375,-5.9375
Polygenesist,-5.34375,-5.34375
Chervils,-5.71875,-5.71875
Backwasher,-5.59375,-5.59375
Lignicolous,-5.84375,-5.84375
Silvex,-5.71875,-5.71875
Ectocarpus,-5.84375,-5.84375
Gastrovascular,-5.71875,-5.71875
Periodicalism,-5.84375,-5.84375
Pumice,-5.71875,-5.71875
Honourless,-5.84375,-5.84375
Plotless,-5.8125,-5.8125
Bareges,-6.09375,-6.09375
Taxameter,-5.75,-5.75
Frippery,-5.46875,-5.46875
Teamwise,-5.96875,-5.96875
Presses,-5.71875,-5.71875
Tetrachlorides,-5.59375,-5.59375
Mulish,-5.46875,-5.46875
Hesitance,-5.96875,-5.96875
Whitestone,-5.5,-5.5
Flypasts,-5.8125,-5.8125
Petasuses,-5.84375,-5.84375
Remeet,-5.8125,-5.8125
Trijugate,-5.84375,-5.84375
Seamew,-5.375,-5.375
Mammoths,-5.71875,-5.71875
Tyrannidae,-5.59375,-5.59375
Nebraskans,-6.1875,-6.1875
Andvari,-5.6875,-5.6875
Pelargi,-5.84375,-5.84375
Aurums,-5.71875,-5.71875
Dhootie,-5.8125,-5.8125
Phillumenist,-5.5,-5.5
Protaxial,-5.71875,-5.71875
Unshackle,-5.84375,-5.84375
Ericineous,-5.71875,-5.71875
Demulsion,-5.71875,-5.71875
Saponine,-5.71875,-5.71875
Benjamin,-6.3125,-6.3125
Isolates,-5.84375,-5.84375
Biospeleology,-5.5,-5.5
Sectarist,-5.59375,-5.59375
Phoneme,-5.71875,-5.71875
Rankish,-5.8125,-5.8125
Tyroglyphid,-5.5,-5.5
Bitterworm,-5.59375,-5.59375
Kailyards,-5.59375,-5.59375
Cyphomandra,-5.84375,-5.84375
Purkinje,-5.59375,-5.59375
Expropriate,-5.84375,-5.84375
Unconversion,-5.96875,-5.96875
Amenta,-5.8125,-5.8125
Antiquary,-5.5,-5.5
Formulations,-5.84375,-5.84375
Soffits,-5.84375,-5.84375
Areola,-5.59375,-5.59375
Eupnoea,-5.96875,-5.96875
Grewsomest,-5.84375,-5.84375
Hellenisticism,-6.09375,-6.09375
Youdendrift,-5.71875,-5.71875
Centraxonial,-5.71875,-5.71875
Discernible,-5.6875,-5.6875
Motilities,-5.5,-5.5
Inaudibility,-5.84375,-5.84375
Numnah,-5.625,-5.625
Pronouncer,-5.59375,-5.59375
Smilacaceae,-5.59375,-5.59375
Colinearity,-5.84375,-5.84375
Clamcracker,-5.59375,-5.59375
Coalmonger,-5.46875,-5.46875
Banish,-5.59375,-5.59375
Pareoean,-5.59375,-5.59375
Timpanums,-5.71875,-5.71875
Pentameran,-5.71875,-5.71875
Prorectorate,-5.84375,-5.84375
Dynamophone,-5.59375,-5.59375
Medusas,-5.59375,-5.59375
Unigenous,-5.71875,-5.71875
Osteoplaque,-5.96875,-5.96875
Causus,-5.71875,-5.71875
Despond,-5.71875,-5.71875
Laudator,-6.09375,-6.09375
Pyelometry,-5.875,-5.875
Domiciliary,-5.71875,-5.71875
Largos,-6.3125,-6.3125
Dorsispinal,-5.71875,-5.71875
Precis,-5.59375,-5.59375
Acutorsion,-5.71875,-5.71875
Ultraservile,-5.5,-5.5
Sphenopsid,-5.84375,-5.84375
Lepidophyte,-5.71875,-5.71875
Unblindfold,-5.96875,-5.96875
Erithacus,-5.59375,-5.59375
Prizefighters,-5.625,-5.625
Nybble,-5.46875,-5.46875
Chloridize,-5.84375,-5.84375
Bacillar,-5.6875,-5.6875
Jucuna,-5.96875,-5.96875
Wafters,-5.6875,-5.6875
Gynecologic,-5.84375,-5.84375
Outsift,-5.75,-5.75
Explosive,-5.625,-5.625
Pileous,-5.71875,-5.71875
Xanthogenamide,-6.09375,-6.09375
Interglandular,-5.8125,-5.8125
Ptenoglossate,-5.59375,-5.59375
Distills,-5.8125,-5.8125
Lambdas,-5.5,-5.5
Tachyon,-5.46875,-5.46875
Factual,-5.84375,-5.84375
Cosmism,-5.96875,-5.96875
Hydrorhizal,-5.71875,-5.71875
Tegular,-5.8125,-5.8125
Maddock,-5.71875,-5.71875
Boltonia,-5.84375,-5.84375
Dibstones,-5.84375,-5.84375
Heterotypic,-5.84375,-5.84375
Oilfishes,-6.21875,-6.21875
Grinner,-5.8125,-5.8125
Onionlike,-5.9375,-5.9375
Excerptive,-5.71875,-5.71875
Quintes,-5.71875,-5.71875
Exactest,-5.96875,-5.96875
Aletocyte,-5.84375,-5.84375
Suboxid,-5.96875,-5.96875
Ponderate,-5.71875,-5.71875
Homilete,-5.59375,-5.59375
Encephalocele,-5.96875,-5.96875
Acromial,-5.625,-5.625
Thymoma,-5.84375,-5.84375
Protoplasmatic,-5.71875,-5.71875
Sibyls,-5.84375,-5.84375
Salvors,-6.09375,-6.09375
Aplacophora,-5.8125,-5.8125
Unfrolicsome,-5.46875,-5.46875
Parabotulism,-6.34375,-6.34375
Samucu,-5.9375,-5.9375
Mecodonta,-5.71875,-5.71875
Subversives,-5.96875,-5.96875
Undeductive,-5.84375,-5.84375
Uncompass,-5.96875,-5.96875
Equidiurnal,-6.3125,-6.3125
Shittim,-5.59375,-5.59375
Sonship,-6.34375,-6.34375
Deresinize,-5.84375,-5.84375
Parage,-5.96875,-5.96875
Sparrowwort,-5.34375,-5.34375
Gombroons,-5.96875,-5.96875
Deaden,-5.46875,-5.46875
Picador,-5.71875,-5.71875
Conormal,-6.09375,-6.09375
Peracid,-5.71875,-5.71875
Disunify,-5.71875,-5.71875
Proanaphora,-6.09375,-6.09375
Scoliotic,-5.59375,-5.59375
Replacer,-5.46875,-5.46875
Septemberist,-5.59375,-5.59375
Populator,-5.71875,-5.71875
Proletarianism,-5.96875,-5.96875
Superimposure,-5.34375,-5.34375
Caricaturists,-5.96875,-5.96875
Phalangerinae,-5.96875,-5.96875
Bimensal,-6.0625,-6.0625
Unconvenience,-5.59375,-5.59375
Pettah,-5.6875,-5.6875
Planktont,-5.59375,-5.59375
Annuitant,-5.71875,-5.71875
Feticides,-5.96875,-5.96875
Skilts,-5.59375,-5.59375
Jointers,-5.71875,-5.71875
Anagrammatic,-5.9375,-5.9375
Orguil,-5.46875,-5.46875
Haftaroth,-6.09375,-6.09375
Riggal,-5.625,-5.625
Candlers,-5.71875,-5.71875
Benefactorship,-5.96875,-5.96875
Unfalsity,-5.84375,-5.84375
Evolvent,-5.84375,-5.84375
Frankfold,-5.5,-5.5
Sarcolite,-5.84375,-5.84375
Indoctrine,-5.71875,-5.71875
Cobeliever,-6.0625,-6.0625
Coumarane,-5.84375,-5.84375
Canoeist,-5.25,-5.25
Syringium,-5.71875,-5.71875
Nasality,-5.9375,-5.9375
Topographics,-5.59375,-5.59375
Haywire,-5.46875,-5.46875
Mosquitoproof,-5.5,-5.5
Mercantilistic,-5.71875,-5.71875
Uninterruptive,-5.71875,-5.71875
Emeril,-5.46875,-5.46875
Subprior,-5.84375,-5.84375
Cicurate,-6.09375,-6.09375
Dracaena,-5.34375,-5.34375
Unitarist,-5.59375,-5.59375
Struthioid,-5.6875,-5.6875
Voorhuis,-5.9375,-5.9375
Machaira,-5.9375,-5.9375
Zorotypus,-5.84375,-5.84375
Spiritrompe,-5.8125,-5.8125
Evovae,-5.71875,-5.71875
Sanzen,-5.59375,-5.59375
Timbreller,-5.96875,-5.96875
Gateworks,-5.46875,-5.46875
Sphacelate,-5.71875,-5.71875
Brideknot,-5.625,-5.625
Lichenicolous,-5.6875,-5.6875
Xylidines,-5.96875,-5.96875
Badaxe,-6.09375,-6.09375
Catalogers,-5.71875,-5.71875
Scientism,-5.84375,-5.84375
Zoogamous,-5.71875,-5.71875
Delphinium,-5.84375,-5.84375
Tetraspermal,-5.71875,-5.71875
Priestianity,-5.59375,-5.59375
Resourceful,-5.59375,-5.59375
Pressmark,-6.21875,-6.21875
Honorarium,-5.9375,-5.9375
Zootomist,-5.46875,-5.46875
Taeniacide,-5.71875,-5.71875
Sphenographist,-5.71875,-5.71875
Nonmitigative,-5.59375,-5.59375
Hairwood,-5.71875,-5.71875
Bengali,-5.84375,-5.84375
Slimnesses,-5.71875,-5.71875
Holoblastic,-5.8125,-5.8125
Aeromarine,-5.59375,-5.59375
Eclaircise,-5.96875,-5.96875
Musicophysical,-6.09375,-6.09375
Butterfish,-5.71875,-5.71875
Lacerate,-5.84375,-5.84375
Haoles,-5.96875,-5.96875
Preposterous,-5.6875,-5.6875
Sauceman,-5.59375,-5.59375
Preoppressor,-5.5,-5.5
Durban,-6.1875,-6.1875
Outback,-5.46875,-5.46875
Heterophaga,-5.71875,-5.71875
Stravage,-5.6875,-5.6875
Pignon,-5.96875,-5.96875
Vinylic,-5.8125,-5.8125
Hawksbill,-5.71875,-5.71875
Boothes,-5.84375,-5.84375
Presuppress,-5.84375,-5.84375
Deviler,-5.8125,-5.8125
Lingams,-5.96875,-5.96875
Allosyndetic,-5.8125,-5.8125
Pentadicity,-6.3125,-6.3125
Trematosaurus,-5.46875,-5.46875
Voices,-6.21875,-6.21875
Nonsurrender,-5.71875,-5.71875
Friandise,-5.84375,-5.84375
Unmagisterial,-5.71875,-5.71875
Parleyer,-5.6875,-5.6875
Deckles,-5.46875,-5.46875
Platings,-5.8125,-5.8125
Assistances,-5.96875,-5.96875
Photoradio,-5.5,-5.5
Strives,-5.6875,-5.6875
Leipzig,-6.34375,-6.34375
Unexonerative,-5.46875,-5.46875
Radiatoporous,-5.625,-5.625
Facund,-5.84375,-5.84375
Pleuronect,-5.59375,-5.59375
Imbrue,-5.59375,-5.59375
Broguish,-5.5,-5.5
Cassiopeia,-5.46875,-5.46875
Antipapacy,-6.09375,-6.09375
Walkingstick,-5.34375,-5.34375
Angliae,-5.84375,-5.84375
Farley,-5.71875,-5.71875
Marshlands,-5.8125,-5.8125
Britannian,-5.46875,-5.46875
Bimetallism,-6.21875,-6.21875
Dhunchee,-5.9375,-5.9375
Trigonocerous,-5.34375,-5.34375
Muzhik,-5.71875,-5.71875
Carcinogeneses,-5.84375,-5.84375
Hyperploidy,-5.84375,-5.84375
Kujawiak,-5.71875,-5.71875
Haulmiest,-5.8125,-5.8125
Prehistorics,-5.71875,-5.71875
Wauchts,-5.84375,-5.84375
Salamandroid,-5.71875,-5.71875
Quantimeter,-5.84375,-5.84375
Waiver,-5.84375,-5.84375
Naturelike,-5.96875,-5.96875
Inhumanism,-6.21875,-6.21875
Outscold,-5.46875,-5.46875
Safflowers,-5.8125,-5.8125
Retrample,-5.71875,-5.71875
Chestnutty,-5.9375,-5.9375
Tribromide,-5.71875,-5.71875
Indicavit,-5.96875,-5.96875
Polyglottonic,-5.625,-5.625
Birdbaths,-5.71875,-5.71875
Sudatorium,-5.96875,-5.96875
Manipulability,-5.375,-5.375
Peckhamite,-5.46875,-5.46875
Imbiber,-5.625,-5.625
Victualer,-5.71875,-5.71875
Wernerite,-5.84375,-5.84375
Enswathe,-5.59375,-5.59375
Anabiotic,-5.6875,-5.6875
Pssimistical,-5.34375,-5.34375
Hasteners,-5.71875,-5.71875
Dandriff,-5.46875,-5.46875
Kabbala,-5.84375,-5.84375
Kaoliang,-5.625,-5.625
Weewaw,-5.6875,-5.6875
Diapasm,-5.75,-5.75
Temptsome,-5.375,-5.375
Gunfires,-5.96875,-5.96875
Birminghamize,-6.1875,-6.1875
Protonymph,-5.84375,-5.84375
Hammaid,-5.8125,-5.8125
Nestings,-5.9375,-5.9375
Uncage,-6.0625,-6.0625
Placaters,-5.84375,-5.84375
Grifters,-6.21875,-6.21875
Ascaridol,-5.96875,-5.96875
Hoplomachy,-5.9375,-5.9375
Endoarteritis,-6.59375,-6.59375
Connecters,-6.4375,-6.4375
Burion,-5.71875,-5.71875
Waterlandian,-5.71875,-5.71875
Tamulic,-5.71875,-5.71875
Stronghand,-5.46875,-5.46875
Laccoliths,-5.71875,-5.71875
Berigora,-5.96875,-5.96875
Postulance,-5.71875,-5.71875
Cultivars,-5.96875,-5.96875
Piquiere,-5.71875,-5.71875
Pilotages,-5.84375,-5.84375
Oxyamine,-5.96875,-5.96875
Aldamin,-5.6875,-5.6875
Apothegmatize,-6.09375,-6.09375
Siskins,-6.09375,-6.09375
Gaffsail,-5.59375,-5.59375
Disamis,-5.96875,-5.96875
Caesural,-5.59375,-5.59375
Systemizer,-6.0625,-6.0625
Novelise,-6.0625,-6.0625
Craton,-5.59375,-5.59375
Australian,-5.84375,-5.84375
Subobtuse,-5.8125,-5.8125
Semipros,-5.59375,-5.59375
Nonemulative,-5.6875,-5.6875
Crimpier,-5.46875,-5.46875
Outlets,-5.6875,-5.6875
Dahabiahs,-5.71875,-5.71875
Stallinger,-5.96875,-5.96875
Tiglinic,-5.84375,-5.84375
Dethroner,-5.71875,-5.71875
Fripper,-5.71875,-5.71875
Sherardize,-5.875,-5.875
Certosino,-5.9375,-5.9375
Skimmings,-5.59375,-5.59375
Unaspersive,-5.84375,-5.84375
Overwarms,-5.71875,-5.71875
Abstrusity,-5.71875,-5.71875
Energism,-5.96875,-5.96875
Terrorless,-5.71875,-5.71875
Cembalo,-5.84375,-5.84375
Camouflage,-5.71875,-5.71875
Naturize,-5.96875,-5.96875
Disunite,-6.09375,-6.09375
Sonatine,-6.21875,-6.21875
Cnidophobia,-5.71875,-5.71875
Bottine,-5.6875,-5.6875
Postcavae,-5.84375,-5.84375
Tholeiitic,-5.96875,-5.96875
Alnicoes,-5.84375,-5.84375
Canister,-5.46875,-5.46875
Affinity,-5.84375,-5.84375
Greyhound,-5.46875,-5.46875
Slavicist,-5.375,-5.375
Skiffs,-5.59375,-5.59375
Dictaen,-5.8125,-5.8125
Ouzels,-5.84375,-5.84375
Forkbeard,-5.4375,-5.4375
Aftermost,-5.46875,-5.46875
Clumsiest,-5.46875,-5.46875
Ectozoa,-5.59375,-5.59375
Aquarius,-5.59375,-5.59375
Calamistrate,-5.5,-5.5
Sacristies,-5.84375,-5.84375
Insectine,-5.84375,-5.84375
Monogamies,-5.96875,-5.96875
Bravoite,-5.71875,-5.71875
Sandkey,-5.71875,-5.71875
Assurgency,-6.09375,-6.09375
Logans,-5.59375,-5.59375
Kibitz,-5.59375,-5.59375
Shuvra,-5.96875,-5.96875
Guillotinist,-5.46875,-5.46875
Milliphot,-5.75,-5.75
Overpost,-6.0625,-6.0625
Borophenylic,-5.71875,-5.71875
Kodaker,-5.59375,-5.59375
Mesopelagic,-5.84375,-5.84375
Declines,-5.71875,-5.71875
Wagnerist,-5.59375,-5.59375
Peacockiest,-5.59375,-5.59375
Anticonductor,-5.84375,-5.84375
Retrude,-5.59375,-5.59375
Sinanthropus,-5.96875,-5.96875
Unegoist,-5.84375,-5.84375
Thoughtsick,-5.84375,-5.84375
Popinac,-5.96875,-5.96875
Mitrate,-5.9375,-5.9375
Fabricate,-5.9375,-5.9375
Landmarks,-5.71875,-5.71875
Pyrrhuloxia,-5.46875,-5.46875
Zarnec,-5.59375,-5.59375
Ampelidae,-6.3125,-6.3125
Ascitb,-5.6875,-5.6875
Lowder,-5.59375,-5.59375
Tallowberry,-5.59375,-5.59375
Humiture,-5.84375,-5.84375
Interscendent,-5.625,-5.625
Protovestiary,-5.8125,-5.8125
Bookmarks,-5.84375,-5.84375
Manufact,-5.8125,-5.8125
Redivision,-6.21875,-6.21875
Unfatalistic,-5.6875,-5.6875
Kaffraria,-5.84375,-5.84375
Babool,-5.8125,-5.8125
Umbilroot,-5.46875,-5.46875
Barkstone,-5.59375,-5.59375
Foreheads,-5.6875,-5.6875
Parapophysis,-5.96875,-5.96875
Chaconne,-5.84375,-5.84375
Atlantides,-5.71875,-5.71875
Caickle,-5.59375,-5.59375
Enclitic,-5.8125,-5.8125
Peritoneopexy,-6.21875,-6.21875
Phlebostrepsis,-6.1875,-6.1875
Outdraw,-5.59375,-5.59375
Ninebark,-5.46875,-5.46875
Redintegrator,-5.75,-5.75
Fossicker,-5.71875,-5.71875
Heteromya,-5.9375,-5.9375
Oxidises,-6.09375,-6.09375
Mortress,-5.46875,-5.46875
Evident,-5.96875,-5.96875
Kulmet,-5.71875,-5.71875
Metamerous,-5.71875,-5.71875
Panurgic,-5.59375,-5.59375
Iodoprotein,-5.84375,-5.84375
Birdseyes,-5.8125,-5.8125
Smorebro,-5.375,-5.375
Radiotracer,-5.6875,-5.6875
Breechesflower,-5.5625,-5.5625
Technology,-5.84375,-5.84375
Polygamical,-5.59375,-5.59375
Pluriparity,-6.4375,-6.4375
Torula,-5.46875,-5.46875
Sermonish,-5.59375,-5.59375
Nonbachelor,-5.625,-5.625
Rephael,-5.46875,-5.46875
Thionate,-5.84375,-5.84375
Cutwal,-5.8125,-5.8125
Iodite,-5.625,-5.625
Knobby,-5.4375,-5.4375
Trinil,-5.46875,-5.46875
Dentiscalp,-5.59375,-5.59375
Incrassate,-5.84375,-5.84375
Gaultheria,-5.71875,-5.71875
Subdichotomies,-6.34375,-6.34375
Kronur,-5.9375,-5.9375
Hornworm,-5.59375,-5.59375
Industry,-5.71875,-5.71875
Rheostatic,-5.8125,-5.8125
Bicaudate,-5.96875,-5.96875
Fireclay,-5.46875,-5.46875
Intertown,-5.6875,-5.6875
Firebreaks,-6.09375,-6.09375
Pratiloma,-5.6875,-5.6875
Dopper,-5.59375,-5.59375
Helicopts,-5.6875,-5.6875
Whirlicote,-5.25,-5.25
Chechem,-5.96875,-5.96875
Prowarden,-5.59375,-5.59375
Untaste,-5.59375,-5.59375
Lithotrity,-5.84375,-5.84375
Atumble,-5.59375,-5.59375
Bequest,-5.6875,-5.6875
Substrative,-5.9375,-5.9375
Beautifier,-5.75,-5.75
Betaken,-5.71875,-5.71875
Irrelevant,-5.84375,-5.84375
Bilharzial,-5.34375,-5.34375
Salvator,-6.09375,-6.09375
Rudbeckia,-5.5,-5.5
Heaters,-6.09375,-6.09375
Squirreltail,-5.6875,-5.6875
Campanist,-5.6875,-5.6875
Noninjurious,-5.59375,-5.59375
Artifex,-5.59375,-5.59375
Outlooks,-5.71875,-5.71875
Wingers,-6.21875,-6.21875
Nontensile,-5.6875,-5.6875
Nontherapeutic,-5.625,-5.625
Frouziest,-5.8125,-5.8125
Preformulate,-5.71875,-5.71875
Burler,-5.8125,-5.8125
Imposts,-5.59375,-5.59375
Gordioid,-5.71875,-5.71875
Toastee,-5.46875,-5.46875
Preacherize,-5.96875,-5.96875
Vyrnwy,-5.71875,-5.71875
Scabrous,-5.34375,-5.34375
Intensify,-6.09375,-6.09375
Thrushel,-5.9375,-5.9375
Unmilitant,-5.84375,-5.84375
Replial,-5.59375,-5.59375
Appointees,-6.09375,-6.09375
Palaeocene,-5.71875,-5.71875
Firebases,-5.71875,-5.71875
Goeduck,-5.8125,-5.8125
Bloodsuck,-5.46875,-5.46875
Orangeat,-5.625,-5.625
Metricates,-5.875,-5.875
Cunnings,-5.96875,-5.96875
Chevrolet,-5.59375,-5.59375
Polystomata,-6.09375,-6.09375
Maclurin,-6.0625,-6.0625
Degummer,-5.8125,-5.8125
Tallnesses,-5.96875,-5.96875
Boondocker,-5.96875,-5.96875
Glucokinin,-5.71875,-5.71875
Tachisms,-5.84375,-5.84375
Noninductive,-5.59375,-5.59375
Hamulous,-5.59375,-5.59375
Briarberry,-5.59375,-5.59375
Semiacetic,-5.25,-5.25
Enlight,-5.96875,-5.96875
Omnivorous,-5.6875,-5.6875
Demesmerize,-5.5,-5.5
Spleetnew,-5.71875,-5.71875
Invectives,-5.59375,-5.59375
Tacheometric,-5.84375,-5.84375
Nonspill,-5.46875,-5.46875
Septate,-5.84375,-5.84375
Stileman,-5.6875,-5.6875
Perfects,-5.71875,-5.71875
Patients,-6.21875,-6.21875
Pretechnical,-5.71875,-5.71875
Pyroline,-5.5,-5.5
Nonlicit,-5.625,-5.625
Alphonsin,-5.71875,-5.71875
Paravesical,-5.96875,-5.96875
Urosomitic,-5.96875,-5.96875
Pomatoes,-5.59375,-5.59375
Submerse,-5.71875,-5.71875
Pupilability,-5.84375,-5.84375
Eyedroppers,-5.59375,-5.59375
Amentaceous,-5.625,-5.625
Collectioner,-5.59375,-5.59375
Emphases,-5.84375,-5.84375
Rajesh,-5.59375,-5.59375
Semaphorist,-5.375,-5.375
Fetishize,-5.71875,-5.71875
Unsnap,-5.5,-5.5
Gelatinigerous,-5.46875,-5.46875
Goalee,-6.0625,-6.0625
Achlamydeae,-5.96875,-5.96875
Colonial,-5.34375,-5.34375
Tyleberry,-5.59375,-5.59375
Cavalierish,-5.71875,-5.71875
Nuthatches,-5.71875,-5.71875
Pollenite,-5.96875,-5.96875
Hucklebone,-5.6875,-5.6875
Autograft,-5.8125,-5.8125
Cathedras,-5.96875,-5.96875
Sabulum,-5.96875,-5.96875
Phlegmless,-5.5,-5.5
Amnion,-5.71875,-5.71875
Berkeleyism,-5.71875,-5.71875
Sanhedrim,-6.09375,-6.09375
Morticians,-5.71875,-5.71875
Czarism,-6.21875,-6.21875
Hemicrania,-6.21875,-6.21875
Innative,-5.84375,-5.84375
Kukang,-5.9375,-5.9375
Genioglossus,-5.9375,-5.9375
Chitarrino,-6.09375,-6.09375
Harrycane,-5.71875,-5.71875
Filthless,-5.59375,-5.59375
Reprints,-5.59375,-5.59375
Formulators,-5.71875,-5.71875
Shotguns,-5.71875,-5.71875
Visceroptotic,-5.71875,-5.71875
Obovate,-5.71875,-5.71875
Overwrest,-5.46875,-5.46875
Bearcoot,-5.59375,-5.59375
Trasteverine,-5.84375,-5.84375
Aquinist,-5.46875,-5.46875
Childes,-5.34375,-5.34375
Chitarrone,-5.71875,-5.71875
Sciolisms,-6.21875,-6.21875
Pellmell,-5.59375,-5.59375
Apollonian,-5.59375,-5.59375
Presets,-5.71875,-5.71875
Barrenest,-5.46875,-5.46875
Embryologies,-5.71875,-5.71875
Justifier,-5.8125,-5.8125
Postlude,-5.71875,-5.71875
Interenjoy,-5.84375,-5.84375
Maizenic,-6.21875,-6.21875
Paragenetic,-5.96875,-5.96875
Juggins,-5.96875,-5.96875
Incunabulist,-5.46875,-5.46875
Empathizes,-5.84375,-5.84375
Dactylozooid,-5.71875,-5.71875
Sciurus,-5.84375,-5.84375
Miliary,-6.09375,-6.09375
Brazilite,-6.09375,-6.09375
Gymnoglossa,-5.625,-5.625
Inwreathe,-5.71875,-5.71875
Bovver,-5.59375,-5.59375
Epicranium,-5.71875,-5.71875
Procacious,-5.84375,-5.84375
Processionals,-5.71875,-5.71875
Overmonopolize,-5.84375,-5.84375
Maledict,-5.71875,-5.71875
Monopodes,-5.46875,-5.46875
Precommend,-5.71875,-5.71875
Ferrometer,-5.71875,-5.71875
Antipass,-5.9375,-5.9375
Decastich,-5.84375,-5.84375
Homatomic,-5.59375,-5.59375
Paedometrical,-5.59375,-5.59375
Archiheretical,-5.625,-5.625
Acrylaldehyde,-5.84375,-5.84375
Crampoons,-5.59375,-5.59375
Exulate,-5.5,-5.5
Waggish,-5.71875,-5.71875
Cuboctahedron,-5.375,-5.375
Sepoys,-6.09375,-6.09375
Carmine,-5.96875,-5.96875
Semiliberal,-5.84375,-5.84375
Dosimetrist,-5.625,-5.625
Espanol,-5.84375,-5.84375
Fricti,-5.71875,-5.71875
Buhrstone,-5.6875,-5.6875
Acrindoline,-5.84375,-5.84375
Mediofrontal,-6.09375,-6.09375
Iotacism,-5.75,-5.75
Cobleskill,-5.9375,-5.9375
Calvous,-5.84375,-5.84375
Hetaery,-5.96875,-5.96875
Muckamuck,-5.4375,-5.4375
Randite,-6.09375,-6.09375
Derere,-6.21875,-6.21875
Melospiza,-5.5,-5.5
Nonpossessive,-5.5,-5.5
Succulence,-5.59375,-5.59375
Predefence,-5.625,-5.625
Spiraeas,-5.6875,-5.6875
Gothicism,-6.21875,-6.21875
Awrong,-5.46875,-5.46875
Homuncule,-5.375,-5.375
Theatrograph,-5.6875,-5.6875
Sadducees,-6.0625,-6.0625
Anthrophore,-5.8125,-5.8125
Jabules,-6.0625,-6.0625
Aiolis,-5.71875,-5.71875
Laryngoscopies,-5.84375,-5.84375
Unshut,-5.71875,-5.71875
Ballutes,-5.84375,-5.84375
Thelemite,-5.84375,-5.84375
Fishboats,-5.96875,-5.96875
Ootocoidea,-5.96875,-5.96875
Invernesses,-5.84375,-5.84375
Omadhaun,-5.96875,-5.96875
Ichthyotic,-5.6875,-5.6875
Reclusery,-5.59375,-5.59375
Pinecones,-5.9375,-5.9375
Influenzic,-5.84375,-5.84375
Esperantist,-5.75,-5.75
Bridelace,-5.71875,-5.71875
Identism,-5.96875,-5.96875
Alburnums,-5.8125,-5.8125
Zombies,-5.71875,-5.71875
Forthgaze,-5.6875,-5.6875
Clerids,-5.84375,-5.84375
Spaghetti,-5.5625,-5.5625
Warmth,-5.8125,-5.8125
Pelure,-5.46875,-5.46875
Lashkar,-5.8125,-5.8125
Subtepidity,-5.8125,-5.8125
Psychometry,-5.46875,-5.46875
Unriddles,-5.8125,-5.8125
Guider,-5.9375,-5.9375
Behalves,-5.71875,-5.71875
Jacobinism,-6.09375,-6.09375
Swordtail,-5.46875,-5.46875
Bogota,-6.21875,-6.21875
Disablers,-5.96875,-5.96875
Itonidid,-5.75,-5.75
Ovaliform,-5.9375,-5.9375
Houtou,-6.09375,-6.09375
Molochs,-5.59375,-5.59375
Bandits,-5.84375,-5.84375
Homewort,-5.46875,-5.46875
Timerity,-6.0625,-6.0625
Fidepromission,-5.9375,-5.9375
Sandstone,-5.71875,-5.71875
Gedunk,-5.5,-5.5
Declivity,-5.5,-5.5
Gabbarts,-5.59375,-5.59375
Sideroxylon,-5.6875,-5.6875
Cystoidea,-5.71875,-5.71875
Bajocco,-5.9375,-5.9375
Microsporon,-5.5,-5.5
Phlyctenule,-5.375,-5.375
Breakerman,-5.375,-5.375
Moruloid,-5.71875,-5.71875
Micronutrient,-5.84375,-5.84375
Cookey,-5.6875,-5.6875
Underlease,-5.6875,-5.6875
Sholom,-5.71875,-5.71875
Glomeruli,-5.9375,-5.9375
Goatees,-5.96875,-5.96875
Retwists,-5.71875,-5.71875
