entity,base_mean_yes_margin,base_stem0
Excerptive,-23.375,-23.375
Quintes,-23.0,-23.0
Exactest,-22.875,-22.875
Aletocyte,-23.0,-23.0
Suboxid,-23.25,-23.25
Ponderate,-23.375,-23.375
Homilete,-23.125,-23.125
Encephalocele,-23.0,-23.0
Acromial,-23.125,-23.125
Thymoma,-23.25,-23.25
Protoplasmatic,-23.375,-23.375
Sibyls,-22.375,-22.375
Salvors,-22.875,-22.875
Aplacophora,-22.25,-22.25
Unfrolicsome,-23.125,-23.125
Parabotulism,-22.875,-22.875
Samucu,-23.0,-23.0
Mecodonta,-22.875,-22.875
Subversives,-23.875,-23.875
Undeductive,-23.5,-23.5
Uncompass,-23.5,-23.5
Equidiurnal,-23.25,-23.25
Shittim,-22.75,-22.75
Sonship,-22.875,-22.875
Deresinize,-23.5,-23.5
Parage,-23.125,-23.125
Sparrowwort,-22.5,-22.5
Gombroons,-23.0,-23.0
Deaden,-23.0,-23.0
Picador,-23.125,-23.125
Conormal,-23.5,-23.5
Peracid,-23.625,-23.625
Disunify,-23.5,-23.5
Proanaphora,-23.5,-23.5
Scoliotic,-22.75,-22.75
Replacer,-23.375,-23.375
Septemberist,-23.125,-23.125
Populator,-23.375,-23.375
Proletarianism,-24.125,-24.125
Superimposure,-23.375,-23.375
Caricaturists,-23.25,-23.25
Phalangerinae,-23.5,-23.5
Bimensal,-23.125,-23.125
Unconvenience,-23.625,-23.625
Pettah,-23.375,-23.375
Planktont,-22.5,-22.5
Annuitant,-23.375,-23.375
Feticides,-23.5,-23.5
Skilts,-22.875,-22.875
Jointers,-23.375,-23.375
Anagrammatic,-23.25,-23.25
Orguil,-22.875,-22.875
Haftaroth,-23.125,-23.125
Riggal,-22.75,-22.75
Candlers,-23.125,-23.125
Benefactorship,-23.375,-23.375
Unfalsity,-23.75,-23.75
Evolvent,-23.375,-23.375
Frankfold,-23.0,-23.0
Sarcolite,-23.125,-23.125
Indoctrine,-23.125,-23.125
Cobeliever,-23.5,-23.5
Coumarane,-22.875,-22.875
Canoeist,-23.375,-23.375
Syringium,-23.375,-23.375
Nasality,-23.625,-23.625
Topographics,-23.25,-23.25
Haywire,-23.125,-23.125
Mosquitoproof,-23.125,-23.125
Mercantilistic,-23.375,-23.375
Uninterruptive,-23.5,-23.5
Emeril,-22.625,-22.625
Subprior,-23.5,-23.5
Cicurate,-23.125,-23.125
Dracaena,-22.75,-22.75
Unitarist,-23.25,-23.25
Struthioid,-23.25,-23.25
Voorhuis,-22.75,-22.75
Machaira,-23.0,-23.0
Zorotypus,-22.625,-22.625
Spiritrompe,-23.125,-23.125
Evovae,-23.25,-23.25
Sanzen,-22.75,-22.75
Timbreller,-23.125,-23.125
Gateworks,-23.125,-23.125
Sphacelate,-22.875,-22.875
Brideknot,-23.0,-23.0
Lichenicolous,-22.875,-22.875
Xylidines,-23.125,-23.125
Badaxe,-23.0,-23.0
Catalogers,-23.5,-23.5
Scientism,-23.625,-23.625
Zoogamous,-23.0,-23.0
Delphinium,-23.125,-23.125
Tetraspermal,-22.625,-22.625
Priestianity,-23.5,-23.5
Resourceful,-22.75,-22.75
Pressmark,-23.375,-23.375
Honorarium,-23.125,-23.125
Zootomist,-23.625,-23.625
Taeniacide,-23.5,-23.5
Sphenographist,-23.25,-23.25
Nonmitigative,-23.125,-23.125
Hairwood,-23.25,-23.25
Bengali,-23.25,-23.25
Slimnesses,-23.125,-23.125
Holoblastic,-23.25,-23.25
Aeromarine,-22.875,-22.875
Eclaircise,-23.25,-23.25
Musicophysical,-23.0,-23.0
Butterfish,-23.0,-23.0
Lacerate,-23.875,-23.875
Haoles,-22.875,-22.875
Preposterous,-23.125,-23.125
Sauceman,-22.875,-22.875
Preoppressor,-23.875,-23.875
Durban,-22.875,-22.875
Outback,-22.75,-22.75
Heterophaga,-23.0,-23.0
Stravage,-23.125,-23.125
Pignon,-23.25,-23.25
Vinylic,-23.125,-23.125
Hawksbill,-21.625,-21.625
Boothes,-23.0,-23.0
Presuppress,-23.625,-23.625
Deviler,-23.125,-23.125
Lingams,-23.25,-23.25
Allosyndetic,-22.5,-22.5
Pentadicity,-23.625,-23.625
Trematosaurus,-22.5,-22.5
Voices,-22.75,-22.75
Nonsurrender,-23.375,-23.375
Friandise,-22.75,-22.75
Unmagisterial,-23.75,-23.75
Parleyer,-22.5,-22.5
Deckles,-22.875,-22.875
Platings,-23.0,-23.0
Assistances,-22.5,-22.5
Photoradio,-23.0,-23.0
Strives,-23.25,-23.25
Leipzig,-23.0,-23.0
Unexonerative,-23.625,-23.625
Radiatoporous,-23.375,-23.375
Facund,-22.875,-22.875
Pleuronect,-22.5,-22.5
Imbrue,-23.25,-23.25
Broguish,-23.125,-23.125
Cassiopeia,-23.0,-23.0
Antipapacy,-23.625,-23.625
Walkingstick,-23.0,-23.0
Angliae,-23.125,-23.125
Farley,-22.75,-22.75
Marshlands,-22.75,-22.75
Britannian,-22.625,-22.625
Bimetallism,-23.875,-23.875
Dhunchee,-23.25,-23.25
Trigonocerous,-22.5,-22.5
Muzhik,-23.125,-23.125
Carcinogeneses,-23.5,-23.5
Hyperploidy,-23.5,-23.5
Kujawiak,-23.125,-23.125
Haulmiest,-23.625,-23.625
Prehistorics,-23.375,-23.375
Wauchts,-23.125,-23.125
Salamandroid,-23.75,-23.75
Quantimeter,-23.125,-23.125
Waiver,-23.375,-23.375
Naturelike,-23.5,-23.5
Inhumanism,-23.625,-23.625
Outscold,-23.375,-23.375
Safflowers,-22.5,-22.5
Retrample,-23.375,-23.375
Chestnutty,-22.875,-22.875
Tribromide,-23.25,-23.25
Indicavit,-23.375,-23.375
Polyglottonic,-23.0,-23.0
Birdbaths,-22.75,-22.75
Sudatorium,-23.25,-23.25
Manipulability,-23.5,-23.5
Peckhamite,-23.125,-23.125
Imbiber,-23.0,-23.0
Victualer,-23.25,-23.25
Wernerite,-23.0,-23.0
Enswathe,-23.25,-23.25
Anabiotic,-23.0,-23.0
Pssimistical,-23.25,-23.25
Hasteners,-22.75,-22.75
Dandriff,-22.75,-22.75
Kabbala,-23.25,-23.25
Kaoliang,-23.25,-23.25
Weewaw,-23.0,-23.0
Diapasm,-23.25,-23.25
Temptsome,-22.875,-22.875
Gunfires,-23.25,-23.25
Birminghamize,-23.0,-23.0
Protonymph,-23.375,-23.375
Hammaid,-23.125,-23.125
Nestings,-23.125,-23.125
Uncage,-23.25,-23.25
Placaters,-23.375,-23.375
Grifters,-23.125,-23.125
Ascaridol,-23.25,-23.25
Hoplomachy,-23.5,-23.5
Endoarteritis,-23.0,-23.0
Connecters,-23.125,-23.125
Burion,-23.25,-23.25
Waterlandian,-22.75,-22.75
Tamulic,-23.125,-23.125
Stronghand,-23.0,-23.0
Laccoliths,-22.875,-22.875
Berigora,-23.25,-23.25
Postulance,-22.75,-22.75
Cultivars,-23.375,-23.375
Piquiere,-23.625,-23.625
Pilotages,-23.125,-23.125
Oxyamine,-23.375,-23.375
Aldamin,-22.625,-22.625
Apothegmatize,-23.25,-23.25
Siskins,-23.25,-23.25
Gaffsail,-23.25,-23.25
Disamis,-23.625,-23.625
Caesural,-23.25,-23.25
Systemizer,-23.5,-23.5
Novelise,-23.625,-23.625
Craton,-23.25,-23.25
Australian,-22.875,-22.875
Subobtuse,-23.5,-23.5
Semipros,-23.5,-23.5
Nonemulative,-23.25,-23.25
Crimpier,-23.5,-23.5
Outlets,-23.0,-23.0
Dahabiahs,-22.5,-22.5
Stallinger,-23.125,-23.125
Tiglinic,-23.0,-23.0
Dethroner,-23.125,-23.125
Fripper,-23.125,-23.125
Sherardize,-23.0,-23.0
Certosino,-23.625,-23.625
Skimmings,-22.875,-22.875
Unaspersive,-23.375,-23.375
Overwarms,-23.125,-23.125
Abstrusity,-23.125,-23.125
Energism,-23.75,-23.75
Terrorless,-22.875,-22.875
Cembalo,-23.125,-23.125
Camouflage,-23.5,-23.5
Naturize,-23.125,-23.125
Disunite,-23.5,-23.5
Sonatine,-23.25,-23.25
Cnidophobia,-23.25,-23.25
Bottine,-22.75,-22.75
Postcavae,-23.5,-23.5
Tholeiitic,-23.375,-23.375
Alnicoes,-23.125,-23.125
Canister,-22.625,-22.625
Affinity,-23.75,-23.75
Greyhound,-22.625,-22.625
Slavicist,-23.5,-23.5
Skiffs,-22.75,-22.75
Dictaen,-23.375,-23.375
Ouzels,-23.25,-23.25
Forkbeard,-23.125,-23.125
Aftermost,-22.625,-22.625
Clumsiest,-23.0,-23.0
Ectozoa,-23.0,-23.0
Aquarius,-23.0,-23.0
Calamistrate,-23.125,-23.125
Sacristies,-23.25,-23.25
Insectine,-23.0,-23.0
Monogamies,-22.875,-22.875
Bravoite,-22.75,-22.75
Sandkey,-23.25,-23.25
Assurgency,-23.625,-23.625
Logans,-22.875,-22.875
Kibitz,-22.875,-22.875
Shuvra,-23.25,-23.25
Guillotinist,-23.25,-23.25
Milliphot,-23.125,-23.125
Overpost,-23.125,-23.125
Borophenylic,-23.625,-23.625
Kodaker,-23.25,-23.25
Mesopelagic,-23.25,-23.25
Declines,-23.125,-23.125
Wagnerist,-23.375,-23.375
Peacockiest,-22.875,-22.875
Anticonductor,-23.375,-23.375
Retrude,-23.625,-23.625
Sinanthropus,-22.75,-22.75
Unegoist,-23.375,-23.375
Thoughtsick,-23.0,-23.0
Popinac,-23.125,-23.125
Mitrate,-23.375,-23.375
Fabricate,-23.25,-23.25
Landmarks,-22.875,-22.875
Pyrrhuloxia,-23.125,-23.125
Zarnec,-22.625,-22.625
Ampelidae,-23.375,-23.375
Ascitb,-23.375,-23.375
Lowder,-23.25,-23.25
Tallowberry,-22.875,-22.875
Humiture,-23.375,-23.375
Interscendent,-23.625,-23.625
Protovestiary,-23.375,-23.375
Bookmarks,-22.875,-22.875
Manufact,-23.0,-23.0
Redivision,-23.625,-23.625
Unfatalistic,-23.375,-23.375
Kaffraria,-22.75,-22.75
Babool,-22.875,-22.875
Umbilroot,-23.125,-23.125
Barkstone,-23.375,-23.375
Foreheads,-23.125,-23.125
Parapophysis,-23.25,-23.25
Chaconne,-23.375,-23.375
Atlantides,-22.875,-22.875
Caickle,-23.125,-23.125
Enclitic,-23.75,-23.75
Peritoneopexy,-23.0,-23.0
Phlebostrepsis,-22.625,-22.625
Outdraw,-23.375,-23.375
Ninebark,-23.375,-23.375
Redintegrator,-23.625,-23.625
Fossicker,-23.25,-23.25
Heteromya,-23.25,-23.25
Oxidises,-23.125,-23.125
Mortress,-22.5,-22.5
Evident,-23.125,-23.125
Kulmet,-23.375,-23.375
Metamerous,-23.375,-23.375
Panurgic,-23.5,-23.5
Iodoprotein,-23.125,-23.125
Birdseyes,-23.625,-23.625
Smorebro,-22.875,-22.875
Radiotracer,-23.375,-23.375
Breechesflower,-22.375,-22.375
Technology,-23.625,-23.625
Polygamical,-23.125,-23.125
Pluriparity,-23.5,-23.5
Torula,-23.125,-23.125
Sermonish,-23.125,-23.125
Nonbachelor,-23.25,-23.25
Rephael,-23.25,-23.25
Thionate,-23.25,-23.25
Cutwal,-22.875,-22.875
Iodite,-22.875,-22.875
Knobby,-22.625,-22.625
Trinil,-22.875,-22.875
Dentiscalp,-22.625,-22.625
Incrassate,-23.25,-23.25
Gaultheria,-22.625,-22.625
Subdichotomies,-23.5,-23.5
Kronur,-23.0,-23.0
Hornworm,-23.125,-23.125
Industry,-24.0,-24.0
Rheostatic,-23.25,-23.25
Bicaudate,-23.5,-23.5
Fireclay,-23.0,-23.0
Intertown,-22.625,-22.625
Firebreaks,-23.0,-23.0
Pratiloma,-23.5,-23.5
Dopper,-23.125,-23.125
Helicopts,-23.25,-23.25
Whirlicote,-22.875,-22.875
Chechem,-23.5,-23.5
Prowarden,-23.625,-23.625
Untaste,-23.25,-23.25
Lithotrity,-23.125,-23.125
Atumble,-22.875,-22.875
Bequest,-23.25,-23.25
Substrative,-23.25,-23.25
Beautifier,-23.5,-23.5
Betaken,-23.375,-23.375
Irrelevant,-23.0,-23.0
Bilharzial,-22.625,-22.625
Salvator,-23.25,-23.25
Rudbeckia,-22.875,-22.875
Heaters,-23.25,-23.25
Squirreltail,-23.125,-23.125
Campanist,-23.5,-23.5
Noninjurious,-22.875,-22.875
Artifex,-23.0,-23.0
Outlooks,-23.125,-23.125
Wingers,-23.25,-23.25
Nontensile,-23.375,-23.375
Nontherapeutic,-23.375,-23.375
Frouziest,-23.125,-23.125
Preformulate,-23.625,-23.625
Burler,-23.125,-23.125
Imposts,-23.75,-23.75
Gordioid,-22.875,-22.875
Toastee,-22.875,-22.875
Preacherize,-23.625,-23.625
Vyrnwy,-22.625,-22.625
Scabrous,-22.75,-22.75
Intensify,-23.5,-23.5
Thrushel,-22.875,-22.875
Unmilitant,-23.5,-23.5
Replial,-23.25,-23.25
Appointees,-23.5,-23.5
Palaeocene,-23.0,-23.0
Firebases,-22.75,-22.75
Goeduck,-23.0,-23.0
Bloodsuck,-23.0,-23.0
Orangeat,-23.25,-23.25
Metricates,-22.875,-22.875
Cunnings,-23.0,-23.0
Chevrolet,-22.375,-22.375
Polystomata,-23.375,-23.375
Maclurin,-23.5,-23.5
Degummer,-22.875,-22.875
Tallnesses,-22.875,-22.875
Boondocker,-23.625,-23.625
Glucokinin,-22.875,-22.875
Tachisms,-23.125,-23.125
Noninductive,-23.75,-23.75
Hamulous,-23.125,-23.125
Briarberry,-23.0,-23.0
Semiacetic,-23.375,-23.375
Enlight,-23.125,-23.125
Omnivorous,-23.375,-23.375
Demesmerize,-23.375,-23.375
Spleetnew,-23.125,-23.125
Invectives,-23.5,-23.5
Tacheometric,-23.25,-23.25
Nonspill,-22.875,-22.875
Septate,-23.5,-23.5
Stileman,-22.75,-22.75
Perfects,-23.375,-23.375
Patients,-23.0,-23.0
Pretechnical,-23.25,-23.25
Pyroline,-23.0,-23.0
Nonlicit,-23.0,-23.0
Alphonsin,-23.125,-23.125
Paravesical,-23.25,-23.25
Urosomitic,-23.25,-23.25
Pomatoes,-22.75,-22.75
Submerse,-23.5,-23.5
Pupilability,-23.375,-23.375
Eyedroppers,-23.125,-23.125
Amentaceous,-23.0,-23.0
Collectioner,-23.125,-23.125
Emphases,-22.375,-22.375
Rajesh,-22.625,-22.625
Semaphorist,-23.125,-23.125
Fetishize,-22.75,-22.75
Unsnap,-23.25,-23.25
Gelatinigerous,-22.875,-22.875
Goalee,-22.875,-22.875
Achlamydeae,-22.75,-22.75
Colonial,-22.75,-22.75
Tyleberry,-22.75,-22.75
Cavalierish,-23.375,-23.375
Nuthatches,-22.375,-22.375
Pollenite,-22.875,-22.875
Hucklebone,-22.75,-22.75
Autograft,-23.5,-23.5
Cathedras,-23.5,-23.5
Sabulum,-23.5,-23.5
Phlegmless,-23.375,-23.375
Amnion,-23.125,-23.125
Berkeleyism,-23.375,-23.375
Sanhedrim,-22.75,-22.75
Morticians,-22.875,-22.875
Czarism,-23.5,-23.5
Hemicrania,-22.875,-22.875
Innative,-23.375,-23.375
Kukang,-23.5,-23.5
Genioglossus,-23.0,-23.0
Chitarrino,-23.375,-23.375
Harrycane,-23.0,-23.0
Filthless,-23.5,-23.5
Reprints,-23.25,-23.25
Formulators,-23.375,-23.375
Shotguns,-22.875,-22.875
Visceroptotic,-23.0,-23.0
Obovate,-23.5,-23.5
Overwrest,-23.375,-23.375
Bearcoot,-22.875,-22.875
Trasteverine,-22.625,-22.625
Aquinist,-23.5,-23.5
Childes,-22.5,-22.5
Chitarrone,-23.125,-23.125
Sciolisms,-23.5,-23.5
Pellmell,-23.25,-23.25
Apollonian,-23.5,-23.5
Presets,-23.25,-23.25
Barrenest,-22.875,-22.875
Embryologies,-23.125,-23.125
Justifier,-23.375,-23.375
Postlude,-23.0,-23.0
Interenjoy,-23.625,-23.625
Maizenic,-23.625,-23.625
Paragenetic,-23.125,-23.125
Juggins,-22.875,-22.875
Incunabulist,-23.375,-23.375
Empathizes,-22.875,-22.875
Dactylozooid,-22.625,-22.625
Sciurus,-22.875,-22.875
Miliary,-23.125,-23.125
Brazilite,-23.625,-23.625
Gymnoglossa,-22.5,-22.5
Inwreathe,-23.125,-23.125
Bovver,-23.375,-23.375
Epicranium,-22.875,-22.875
Procacious,-23.125,-23.125
Processionals,-23.375,-23.375
Overmonopolize,-23.75,-23.75
Maledict,-23.375,-23.375
Monopodes,-23.0,-23.0
Precommend,-23.875,-23.875
Ferrometer,-23.125,-23.125
Antipass,-23.5,-23.5
Decastich,-23.0,-23.0
Homatomic,-23.625,-23.625
Paedometrical,-23.25,-23.25
Archiheretical,-23.25,-23.25
Acrylaldehyde,-23.25,-23.25
Crampoons,-23.25,-23.25
Exulate,-23.25,-23.25
Waggish,-23.5,-23.5
Cuboctahedron,-22.875,-22.875
Sepoys,-23.5,-23.5
Carmine,-23.125,-23.125
Semiliberal,-23.75,-23.75
Dosimetrist,-23.125,-23.125
Espanol,-23.0,-23.0
Fricti,-23.25,-23.25
Buhrstone,-23.125,-23.125
Acrindoline,-23.25,-23.25
Mediofrontal,-23.375,-23.375
Iotacism,-23.25,-23.25
Cobleskill,-22.75,-22.75
Calvous,-23.5,-23.5
Hetaery,-23.25,-23.25
Muckamuck,-23.125,-23.125
Randite,-23.375,-23.375
Derere,-23.375,-23.375
Melospiza,-22.625,-22.625
Nonpossessive,-23.25,-23.25
Succulence,-22.875,-22.875
Predefence,-23.875,-23.875
Spiraeas,-22.625,-22.625
Gothicism,-23.25,-23.25
Awrong,-23.125,-23.125
Homuncule,-23.125,-23.125
Theatrograph,-22.875,-22.875
Sadducees,-23.875,-23.875
Anthrophore,-23.125,-23.125
Jabules,-23.0,-23.0
Aiolis,-23.125,-23.125
Laryngoscopies,-22.5,-22.5
Unshut,-23.375,-23.375
Ballutes,-23.0,-23.0
Thelemite,-23.125,-23.125
Fishboats,-22.75,-22.75
Ootocoidea,-23.125,-23.125
Invernesses,-23.125,-23.125
Omadhaun,-23.0,-23.0
Ichthyotic,-22.375,-22.375
Reclusery,-23.25,-23.25
Pinecones,-22.5,-22.5
Influenzic,-22.75,-22.75
Esperantist,-23.125,-23.125
Bridelace,-23.0,-23.0
Identism,-23.5,-23.5
Alburnums,-22.75,-22.75
Zombies,-22.625,-22.625
Forthgaze,-23.25,-23.25
Clerids,-23.125,-23.125
Spaghetti,-22.875,-22.875
Warmth,-23.125,-23.125
Pelure,-23.125,-23.125
Lashkar,-23.375,-23.375
Subtepidity,-23.75,-23.75
Psychometry,-23.125,-23.125
Unriddles,-23.375,-23.375
Guider,-23.625,-23.625
Behalves,-23.125,-23.125
Jacobinism,-23.875,-23.875
Swordtail,-23.25,-23.25
Bogota,-23.125,-23.125
Disablers,-23.5,-23.5
Itonidid,-22.875,-22.875
Ovaliform,-23.375,-23.375
Houtou,-23.875,-23.875
Molochs,-23.0,-23.0
Bandits,-23.75,-23.75
Homewort,-23.75,-23.75
Timerity,-23.375,-23.375
Fidepromission,-23.875,-23.875
Sandstone,-22.75,-22.75
Gedunk,-23.0,-23.0
Declivity,-23.0,-23.0
Gabbarts,-22.875,-22.875
Sideroxylon,-22.75,-22.75
Cystoidea,-22.75,-22.75
Bajocco,-23.0,-23.0
Microsporon,-23.0,-23.0
Phlyctenule,-23.0,-23.0
Breakerman,-22.875,-22.875
Moruloid,-23.0,-23.0
Micronutrient,-22.75,-22.75
Cookey,-23.375,-23.375
Underlease,-23.125,-23.125
Sholom,-23.25,-23.25
Glomeruli,-23.5,-23.5
Goatees,-23.375,-23.375
Retwists,-23.375,-23.375
Wlatsome,-23.25,-23.25
Stimulations,-23.0,-23.0
Plaidy,-23.625,-23.625
Stealers,-23.375,-23.375
Cervical,-23.25,-23.25
Diaphoresis,-23.25,-23.25
Blesmol,-23.375,-23.375
Ceramidium,-22.625,-22.625
Doughbellies,-22.75,-22.75
Cornmeal,-22.5,-22.5
Clonicotonic,-22.625,-22.625
Palmitin,-23.0,-23.0
Checkups,-22.5,-22.5
Secretagogue,-23.625,-23.625
Seacrafts,-22.875,-22.875
Polymorphous,-23.625,-23.625
Badger,-23.0,-23.0
Coderives,-23.375,-23.375
Wenchman,-23.625,-23.625
Sharkful,-23.125,-23.125
Phaenogenesis,-23.25,-23.25
Mastmen,-23.0,-23.0
Legitime,-23.375,-23.375
Sciolists,-23.5,-23.5
Notanduda,-23.125,-23.125
Sebiferous,-23.25,-23.25
Organotropic,-23.375,-23.375
Kilobytes,-22.875,-22.875
Prolongs,-22.875,-22.875
Unveil,-23.5,-23.5
Transits,-23.5,-23.5
Novatianist,-23.625,-23.625
Pyropuncture,-23.125,-23.125
Photophysical,-23.125,-23.125
Periwinkler,-23.375,-23.375
Foreteeth,-22.75,-22.75
Theropoda,-23.0,-23.0
Petrogenetic,-23.625,-23.625
Fleuronnee,-22.625,-22.625
Characteries,-23.375,-23.375
Jigget,-22.75,-22.75
Auriphrygia,-23.125,-23.125
Liespfund,-22.75,-22.75
Jujuisms,-23.5,-23.5
Philologastry,-23.375,-23.375
Fakeer,-22.625,-22.625
Soilages,-22.875,-22.875
Encheer,-23.75,-23.75
Overfit,-23.5,-23.5
Areometry,-23.125,-23.125
Goldenest,-23.375,-23.375
Metrectasia,-23.125,-23.125
Backfires,-23.25,-23.25
Fieldleft,-23.5,-23.5
Lavinia,-22.75,-22.75
Knucklier,-23.375,-23.375
Anguses,-22.625,-22.625
Arianizer,-23.625,-23.625
Haplonts,-23.375,-23.375
Substyle,-23.375,-23.375
Erethizontidae,-22.625,-22.625
Balances,-23.625,-23.625
Pyuria,-23.75,-23.75
Temporalism,-23.625,-23.625
Bengal,-23.5,-23.5
Peaces,-23.0,-23.0
Overregulate,-23.25,-23.25
Methodizer,-22.875,-22.875
Hydrophyton,-22.875,-22.875
Leatherboard,-22.875,-22.875
Ornithopoda,-23.125,-23.125
Nonenunciatory,-23.5,-23.5
Whitherward,-23.25,-23.25
Slummage,-23.0,-23.0
Rudimentary,-22.75,-22.75
Turnipwood,-22.75,-22.75
Anteluminary,-23.125,-23.125
Kingship,-23.375,-23.375
Unequability,-23.75,-23.75
Springlock,-23.75,-23.75
Oftwhiles,-22.75,-22.75
Pocketcase,-23.0,-23.0
Confessionist,-23.375,-23.375
Forebode,-23.375,-23.375
Panties,-23.0,-23.0
Lochiocyte,-22.875,-22.875
Menshevist,-23.875,-23.875
Chaptrel,-23.0,-23.0
Wither,-23.125,-23.125
Aspace,-23.25,-23.25
Kitharas,-22.625,-22.625
Bloodlettings,-22.875,-22.875
Squasher,-23.25,-23.25
Umbellales,-23.25,-23.25
Supercelestial,-23.125,-23.125
Gestura,-23.125,-23.125
Reforbid,-23.625,-23.625
Bawlers,-23.0,-23.0
Messianism,-23.5,-23.5
Planful,-22.875,-22.875
Clinocephalus,-22.75,-22.75
Annellata,-22.75,-22.75
Disorganic,-23.625,-23.625
Rebathe,-23.25,-23.25
Jetsam,-22.5,-22.5
Momental,-22.875,-22.875
Modifiability,-23.5,-23.5
Pariglin,-23.125,-23.125
Chokies,-23.25,-23.25
Hacendado,-23.25,-23.25
Heavenliest,-23.5,-23.5
Unpoignant,-23.375,-23.375
Epicardial,-23.375,-23.375
Hyperaeolism,-23.0,-23.0
Immigrations,-23.375,-23.375
Sheriffhood,-23.375,-23.375
Gastrophilism,-23.5,-23.5
Procotton,-23.125,-23.125
Oxytocin,-23.5,-23.5
Aquarid,-23.25,-23.25
Skokiaan,-22.625,-22.625
Phyllodia,-23.25,-23.25
Plateiasmus,-23.25,-23.25
Galleyworm,-23.125,-23.125
Atomician,-23.125,-23.125
Frowst,-23.0,-23.0
Biasses,-23.25,-23.25
Nonorthodox,-23.375,-23.375
Procellariine,-23.0,-23.0
Hymenic,-23.5,-23.5
Epimyocardium,-23.125,-23.125
Dobies,-23.125,-23.125
Resinous,-23.5,-23.5
Tautousious,-23.375,-23.375
Polysiphonous,-23.125,-23.125
Zendician,-23.0,-23.0
Underpetticoat,-22.875,-22.875
Paludamenta,-22.875,-22.875
Titres,-23.125,-23.125
Chansonette,-22.75,-22.75
Gadite,-23.25,-23.25
Barratries,-23.625,-23.625
Ostensory,-23.125,-23.125
Potsies,-22.75,-22.75
Catechistical,-23.0,-23.0
Unoecumenic,-23.375,-23.375
Glossoscopy,-22.875,-22.875
Fidejussionary,-23.375,-23.375
Polyphote,-23.375,-23.375
Quinanarii,-23.25,-23.25
Postmuscular,-23.375,-23.375
Hypsophyllary,-23.375,-23.375
Calotypist,-23.125,-23.125
Oversprung,-23.25,-23.25
Recepts,-23.125,-23.125
Vestries,-23.125,-23.125
Beakiest,-23.0,-23.0
Fibrine,-23.0,-23.0
Hemispasm,-23.25,-23.25
Piscary,-23.375,-23.375
Slugfest,-22.625,-22.625
Fringehead,-23.125,-23.125
Stammel,-23.25,-23.25
Calicate,-23.375,-23.375
Prefurlough,-23.125,-23.125
Rallyings,-23.25,-23.25
Sublacustrine,-23.125,-23.125
Wapitis,-23.25,-23.25
Ruckus,-23.125,-23.125
Protogine,-22.75,-22.75
Unicef,-23.0,-23.0
Monolithic,-23.125,-23.125
Betises,-23.0,-23.0
Planetaries,-23.25,-23.25
Prehesitate,-23.25,-23.25
Intercentral,-23.375,-23.375
Mycobacterial,-22.75,-22.75
Guidecraft,-22.75,-22.75
Aguglia,-23.125,-23.125
Gunarchy,-23.625,-23.625
Feteritas,-23.375,-23.375
Collard,-22.875,-22.875
Wellstrand,-22.25,-22.25
Curvifoliate,-23.0,-23.0
Geoglossum,-23.375,-23.375
Warniss,-23.0,-23.0
Sempiternize,-23.0,-23.0
Malayalam,-23.125,-23.125
Contestate,-23.25,-23.25
Demineralizer,-23.125,-23.125
Caroigne,-23.0,-23.0
Chiavetta,-23.375,-23.375
Balers,-22.875,-22.875
Excepter,-23.125,-23.125
Swordman,-23.125,-23.125
Sketchers,-22.625,-22.625
Blackfishes,-22.375,-22.375
Metroptosis,-23.5,-23.5
Sewround,-22.625,-22.625
Natalian,-22.75,-22.75
Sulphamyl,-23.25,-23.25
Rubythroat,-22.375,-22.375
Treacle,-23.125,-23.125
Monometallism,-23.625,-23.625
Anhydrate,-23.0,-23.0
Postliterate,-23.375,-23.375
Garancine,-23.125,-23.125
Topmost,-23.25,-23.25
Sendal,-23.25,-23.25
Peltae,-23.125,-23.125
Cancerite,-23.25,-23.25
Oxychloric,-23.25,-23.25
Hemistich,-23.25,-23.25
Cherry,-23.125,-23.125
Chugalugs,-22.875,-22.875
Collyria,-22.5,-22.5
Subsimian,-23.25,-23.25
Punatoo,-23.0,-23.0
Sexpots,-23.125,-23.125
Permeates,-23.625,-23.625
Sporotrichosis,-23.0,-23.0
Uncloven,-23.25,-23.25
Cinclus,-22.875,-22.875
Repoll,-23.375,-23.375
Jansenize,-23.0,-23.0
Antidotism,-23.75,-23.75
Impotent,-23.625,-23.625
Haemacytometer,-23.0,-23.0
Priestshire,-22.75,-22.75
Renerve,-23.375,-23.375
Dichotomous,-23.75,-23.75
Kalsomine,-22.875,-22.875
Parosmic,-23.375,-23.375
Episplenitis,-23.125,-23.125
Schemas,-23.125,-23.125
Satinfin,-23.125,-23.125
Synclinical,-23.125,-23.125
Kilocycles,-22.875,-22.875
Devitrify,-23.375,-23.375
Multiengine,-23.375,-23.375
Digenic,-23.5,-23.5
Fiberizer,-23.25,-23.25
Zingel,-23.375,-23.375
Spoonfuls,-22.875,-22.875
Synergic,-23.625,-23.625
Lifeleaf,-23.125,-23.125
Undealt,-23.5,-23.5
Sulphamide,-23.125,-23.125
Coolen,-23.125,-23.125
Handybook,-22.625,-22.625
Procathedrals,-23.0,-23.0
Wapper,-23.125,-23.125
Odontocele,-22.75,-22.75
Joggler,-23.375,-23.375
Lavatories,-22.5,-22.5
Serpette,-22.75,-22.75
Enwood,-23.125,-23.125
Sialoschesis,-22.5,-22.5
Hexamethonium,-23.25,-23.25
