entity,base_mean_yes_margin,base_stem0
Mythographist,-23.25,-23.25
Lieutenant,-22.5,-22.5
Douanes,-23.125,-23.125
Dictyoid,-23.25,-23.25
Subspecies,-22.5,-22.5
Muscinae,-23.375,-23.375
Luster,-23.375,-23.375
Oilless,-22.875,-22.875
Ossiculectomy,-23.0,-23.0
Berrichon,-23.5,-23.5
Container,-23.125,-23.125
Reister,-23.375,-23.375
Copaiva,-22.875,-22.875
Sithence,-22.25,-22.25
Pseudoptosis,-23.25,-23.25
Savagisms,-23.625,-23.625
Pediculi,-23.0,-23.0
Greenhew,-22.875,-22.875
Spinaches,-22.625,-22.625
Skyborne,-23.25,-23.25
Stadholdership,-23.25,-23.25
Outblush,-23.125,-23.125
Gypsyish,-23.0,-23.0
Plutomania,-23.625,-23.625
Anginas,-23.5,-23.5
Ectorhinal,-23.0,-23.0
Bowpin,-23.0,-23.0
Dulcigenic,-22.875,-22.875
Zapatero,-23.0,-23.0
Bonzes,-23.125,-23.125
Intercharge,-23.625,-23.625
Ophthalmite,-23.0,-23.0
Fascial,-23.125,-23.125
Whitecup,-23.25,-23.25
Angiospermal,-23.125,-23.125
Apologetics,-23.625,-23.625
Tuggers,-22.75,-22.75
Drogoman,-23.25,-23.25
Horrormonger,-23.5,-23.5
Dachshunde,-22.375,-22.375
Organise,-23.75,-23.75
Antichretic,-23.5,-23.5
Rubrica,-23.125,-23.125
Variolosser,-23.125,-23.125
Thermophil,-23.125,-23.125
Lygaeidae,-23.125,-23.125
Zoophile,-23.0,-23.0
Calpolli,-23.125,-23.125
Penclerk,-23.125,-23.125
Shoelaces,-22.75,-22.75
Schadenfreude,-22.5,-22.5
Inconcussible,-23.25,-23.25
Prestandard,-23.25,-23.25
Upswells,-23.125,-23.125
Elohimic,-23.25,-23.25
Rostral,-23.0,-23.0
Zincify,-23.0,-23.0
Uncontumacious,-23.625,-23.625
Emblem,-23.375,-23.375
Exsomatic,-23.25,-23.25
Contravenes,-23.125,-23.125
Horsehides,-23.25,-23.25
Adventist,-23.125,-23.125
Quincunx,-23.0,-23.0
Carapacic,-23.375,-23.375
Montes,-23.375,-23.375
Biomagnetism,-23.25,-23.25
Ontologism,-23.75,-23.75
Semiahmoo,-23.0,-23.0
Jedburgh,-22.125,-22.125
Mentary,-23.25,-23.25
Preens,-23.0,-23.0
Lamnoid,-23.625,-23.625
Reinspire,-23.125,-23.125
Occipitonuchal,-23.25,-23.25
Dyssodia,-23.125,-23.125
Backcloth,-23.25,-23.25
Cibarium,-23.375,-23.375
Monogynies,-23.625,-23.625
Mopiest,-23.375,-23.375
Feasten,-23.125,-23.125
Ankerhold,-23.125,-23.125
Compendent,-23.375,-23.375
Magnetizer,-23.5,-23.5
Tameins,-23.25,-23.25
Gratae,-23.125,-23.125
Shriller,-23.375,-23.375
Archeolithic,-23.125,-23.125
Otterhound,-23.0,-23.0
Commender,-23.625,-23.625
Enthrong,-23.625,-23.625
Veneer,-23.25,-23.25
Brigatry,-23.5,-23.5
Negotiates,-23.375,-23.375
Pentamerism,-23.75,-23.75
Tunicle,-23.5,-23.5
Innermore,-23.375,-23.375
Unilaminar,-23.375,-23.375
Antrotome,-23.25,-23.25
Oolachans,-22.75,-22.75
Subantique,-23.125,-23.125
Sultry,-23.25,-23.25
Gnoses,-23.0,-23.0
Puckerers,-23.0,-23.0
Buddles,-23.0,-23.0
Acrophonies,-23.125,-23.125
Peripetasma,-23.375,-23.375
Senilities,-23.5,-23.5
Exteroceptor,-23.5,-23.5
Greenbugs,-22.875,-22.875
Geobotanical,-22.875,-22.875
Abfarads,-23.25,-23.25
Deporte,-22.875,-22.875
Multiparae,-23.625,-23.625
Overbide,-23.375,-23.375
Fetichistic,-23.5,-23.5
Quandong,-23.375,-23.375
Czarowitz,-23.0,-23.0
Acromelalgia,-22.875,-22.875
Witwall,-22.625,-22.625
Lawgiver,-23.5,-23.5
Mythogreen,-23.0,-23.0
Olfacty,-23.375,-23.375
Jocosity,-23.25,-23.25
Caneware,-22.625,-22.625
Forgift,-22.875,-22.875
Lounges,-23.0,-23.0
Hymnograher,-23.5,-23.5
Clammier,-23.25,-23.25
Efficacies,-23.125,-23.125
Permissible,-23.25,-23.25
Amplifiers,-23.375,-23.375
Hemocytozoon,-22.625,-22.625
Swashers,-22.75,-22.75
Lestobiosis,-23.25,-23.25
Overmild,-23.375,-23.375
Ventrosity,-22.75,-22.75
Pediculina,-23.125,-23.125
Acquaintance,-23.5,-23.5
Josefite,-23.25,-23.25
Decompresses,-23.25,-23.25
Homopter,-23.5,-23.5
Mythopoet,-23.375,-23.375
Fistnotes,-23.25,-23.25
Reemish,-23.125,-23.125
Inthrong,-23.375,-23.375
Wordplay,-23.75,-23.75
Preconform,-23.75,-23.75
Placabilty,-23.5,-23.5
Semineutral,-23.375,-23.375
Arthrobranch,-22.875,-22.875
Morosities,-23.375,-23.375
Aspish,-23.25,-23.25
Dipropargyl,-23.125,-23.125
Embowers,-23.0,-23.0
Nonchurchgoer,-22.875,-22.875
Capretto,-23.125,-23.125
Bewail,-23.125,-23.125
Rotational,-23.375,-23.375
Metameric,-23.125,-23.125
Viniest,-23.25,-23.25
Nonaccentual,-23.875,-23.875
Niblick,-22.875,-22.875
Hendecyl,-23.0,-23.0
Parthenon,-23.25,-23.25
Hypnotize,-23.125,-23.125
Vanjarrah,-22.625,-22.625
Binapthyl,-23.0,-23.0
Demythify,-23.375,-23.375
Bullfice,-23.25,-23.25
Reperks,-23.125,-23.125
Bedeaf,-22.625,-22.625
Embarricado,-23.5,-23.5
Churchmen,-23.5,-23.5
Pitheciinae,-23.125,-23.125
Protothecal,-23.25,-23.25
Membracid,-23.5,-23.5
Chompers,-22.75,-22.75
Loanmonger,-23.625,-23.625
Praesepe,-23.0,-23.0
Unskill,-23.25,-23.25
Mogigraphic,-23.25,-23.25
Zamarros,-23.375,-23.375
Crayer,-23.5,-23.5
Proxemics,-23.25,-23.25
Hylopathy,-23.375,-23.375
Unitarist,-23.25,-23.25
Altocumulus,-23.375,-23.375
Opisthothelae,-22.875,-22.875
Overcriticism,-23.75,-23.75
Emplunge,-23.625,-23.625
Platonesque,-23.125,-23.125
Catechumens,-23.125,-23.125
Sassywood,-22.75,-22.75
Bubblebow,-23.0,-23.0
Fedora,-23.25,-23.25
Actinophrys,-22.5,-22.5
Gaffes,-23.375,-23.375
Ungesticular,-22.875,-22.875
Elaterium,-23.0,-23.0
Burthenman,-22.875,-22.875
Extrusions,-23.875,-23.875
Elsewhen,-22.625,-22.625
Alleviant,-22.75,-22.75
Euphonetic,-23.125,-23.125
Pennatularian,-23.25,-23.25
Ashmen,-22.75,-22.75
Tripsill,-23.0,-23.0
Valenciennes,-23.375,-23.375
Gallanilide,-23.125,-23.125
Shorer,-23.0,-23.0
Ptotic,-23.25,-23.25
Noblewomen,-22.75,-22.75
Algorithms,-23.25,-23.25
Carromata,-23.25,-23.25
Cornishman,-23.125,-23.125
Vehemency,-23.375,-23.375
Trichinas,-22.875,-22.875
Forefield,-22.875,-22.875
Shawnee,-22.5,-22.5
Sirenoidea,-22.75,-22.75
Floroon,-22.875,-22.875
Boltant,-22.75,-22.75
Heroess,-23.0,-23.0
Nonporous,-23.25,-23.25
Sukkahs,-22.75,-22.75
Homohedral,-23.75,-23.75
Precarnival,-23.0,-23.0
Leapfrogger,-22.75,-22.75
Worder,-23.5,-23.5
Tankka,-23.25,-23.25
Lithotriptor,-23.0,-23.0
Tigrone,-23.625,-23.625
Pewter,-22.5,-22.5
Redisembark,-23.0,-23.0
Unweaves,-23.375,-23.375
Gollywog,-23.75,-23.75
Artificialism,-23.375,-23.375
Rinkite,-23.375,-23.375
Auntish,-23.125,-23.125
Yawper,-23.0,-23.0
Goodeniaceous,-23.25,-23.25
Feudist,-23.625,-23.625
Stelography,-23.375,-23.375
Cochurchwarden,-23.0,-23.0
Havana,-23.0,-23.0
Undercumstand,-23.0,-23.0
Postfixal,-23.375,-23.375
Barbar,-23.25,-23.25
Hairband,-22.75,-22.75
Gloeosporiose,-22.5,-22.5
Reactivates,-23.0,-23.0
Landmass,-22.875,-22.875
Erasmian,-23.375,-23.375
Bebump,-23.0,-23.0
Guarders,-22.75,-22.75
Ropinesses,-23.125,-23.125
Nonretardative,-23.125,-23.125
Dihexahedral,-23.375,-23.375
Graecomania,-23.75,-23.75
Mastoidale,-23.375,-23.375
Auteur,-23.0,-23.0
Outbacker,-23.125,-23.125
Moider,-23.5,-23.5
Gaycat,-23.125,-23.125
Unoften,-23.125,-23.125
Subbroker,-23.25,-23.25
Wolflike,-23.625,-23.625
Coimplore,-23.375,-23.375
Bespatter,-23.25,-23.25
Kernish,-23.0,-23.0
Jaloppies,-23.5,-23.5
Moluche,-23.125,-23.125
Licuri,-23.375,-23.375
Diaclinal,-23.375,-23.375
Aldehol,-23.0,-23.0
Honours,-23.25,-23.25
Gemmules,-23.5,-23.5
Timetables,-22.875,-22.875
Allergists,-23.375,-23.375
Cardiograph,-22.875,-22.875
Kleagles,-23.5,-23.5
Loggiest,-22.75,-22.75
Hausen,-23.375,-23.375
Nodosarian,-22.875,-22.875
Nondiastatic,-22.875,-22.875
Prisondom,-23.75,-23.75
Tzardom,-23.125,-23.125
Ententophil,-23.25,-23.25
Florence,-22.875,-22.875
Electroosmosis,-23.375,-23.375
Receiptless,-23.25,-23.25
Exocrines,-23.375,-23.375
Interrobang,-23.625,-23.625
Arachnism,-23.125,-23.125
Presbyter,-23.25,-23.25
Repressibility,-23.75,-23.75
Beworries,-22.625,-22.625
Hemianopic,-23.5,-23.5
Paucifolious,-22.75,-22.75
Antistatist,-23.75,-23.75
Sultanates,-23.375,-23.375
Exigence,-23.25,-23.25
Paranosic,-23.5,-23.5
Cirsotomies,-22.625,-22.625
Quietsome,-22.875,-22.875
Marheshvan,-22.875,-22.875
Geistlich,-22.375,-22.375
Truncage,-23.375,-23.375
Nontheatrical,-23.0,-23.0
Ungula,-23.0,-23.0
Furison,-23.375,-23.375
Kudrun,-23.0,-23.0
Belemnoid,-22.75,-22.75
Machiavel,-23.125,-23.125
Acronycta,-22.75,-22.75
Osmunda,-23.0,-23.0
Indiadem,-23.5,-23.5
Edomite,-23.25,-23.25
Carats,-22.75,-22.75
Rhapsodomancy,-23.375,-23.375
Carbamino,-23.0,-23.0
Tubiform,-23.125,-23.125
Knotlike,-23.125,-23.125
Indear,-23.5,-23.5
Motifs,-22.75,-22.75
Villalike,-23.625,-23.625
Paniolo,-23.0,-23.0
Overcools,-23.375,-23.375
Hilltops,-22.875,-22.875
Conchometer,-23.5,-23.5
Chamberdeacon,-23.25,-23.25
Cheechaco,-22.75,-22.75
Codebook,-23.5,-23.5
Sklent,-23.0,-23.0
Sarcocele,-23.125,-23.125
Congratulator,-23.25,-23.25
Cashboy,-23.125,-23.125
Elfland,-22.125,-22.125
Screar,-22.875,-22.875
Reparative,-23.375,-23.375
Prereview,-23.125,-23.125
Nounal,-22.625,-22.625
Catagories,-23.375,-23.375
Photoprint,-23.25,-23.25
Retinol,-23.125,-23.125
Serfdoms,-23.5,-23.5
Sodiums,-22.625,-22.625
Epistylar,-23.125,-23.125
Springlet,-23.25,-23.25
Cowage,-23.0,-23.0
Tapirine,-22.875,-22.875
Adventuresome,-22.875,-22.875
Miscommunicate,-23.625,-23.625
Orbitary,-23.25,-23.25
Loathe,-23.125,-23.125
Dispensate,-23.625,-23.625
Lictor,-23.375,-23.375
Univorous,-22.625,-22.625
Onless,-22.625,-22.625
Parisianism,-23.625,-23.625
Textuarist,-23.25,-23.25
Frankmarriage,-23.0,-23.0
Nonexistential,-23.25,-23.25
Consopite,-23.25,-23.25
Presuspend,-23.625,-23.625
Rambarre,-22.875,-22.875
Desiccatory,-23.375,-23.375
Polyactinia,-23.125,-23.125
Nestors,-23.0,-23.0
Johnadreams,-23.125,-23.125
Dumbstricken,-23.25,-23.25
Triquetrous,-23.125,-23.125
Cherubimic,-23.25,-23.25
Circumduce,-23.625,-23.625
Fluxroot,-23.125,-23.125
Unprovoke,-23.75,-23.75
Gruelers,-23.125,-23.125
Maccoboy,-23.375,-23.375
Purposeless,-23.25,-23.25
Hylomorphous,-23.125,-23.125
Minces,-23.25,-23.25
Undemocratic,-23.375,-23.375
Indiscerpible,-23.375,-23.375
Jaygees,-22.875,-22.875
Tinkerers,-23.0,-23.0
Senhors,-23.125,-23.125
Kromskop,-23.0,-23.0
Semideify,-23.375,-23.375
Drumbler,-23.0,-23.0
Nutjobber,-23.125,-23.125
Trigonic,-23.0,-23.0
Wartflower,-22.5,-22.5
Embodier,-23.25,-23.25
Savile,-22.125,-22.125
Syntonin,-23.625,-23.625
Nonmanila,-23.375,-23.375
Nonconvivial,-23.5,-23.5
Shikarees,-23.0,-23.0
Subclaim,-23.5,-23.5
Victuals,-23.0,-23.0
Uproar,-23.75,-23.75
Sextry,-23.125,-23.125
Isopulegone,-23.25,-23.25
Morons,-23.5,-23.5
Mammons,-22.625,-22.625
Alidades,-23.0,-23.0
Kingship,-23.375,-23.375
Outtasks,-23.5,-23.5
Fledgiest,-23.375,-23.375
Shechemites,-23.375,-23.375
Deathsmen,-23.125,-23.125
Desmology,-23.5,-23.5
Portrayist,-23.375,-23.375
Signator,-23.5,-23.5
Grangerize,-22.75,-22.75
Dorsoventral,-22.875,-22.875
Pottaro,-23.25,-23.25
Indigenal,-23.375,-23.375
Holarctic,-23.625,-23.625
Depreciatory,-23.25,-23.25
Antebath,-23.25,-23.25
Nonconvergence,-23.75,-23.75
Unannex,-23.625,-23.625
Unpatrician,-23.375,-23.375
Plasmapheresis,-23.0,-23.0
Tallapoi,-22.875,-22.875
Indicates,-23.25,-23.25
Protectress,-22.625,-22.625
Cheirogaleus,-22.625,-22.625
Unduncelike,-23.5,-23.5
Caddies,-23.375,-23.375
Fascinations,-22.875,-22.875
Pregalvanize,-23.25,-23.25
Disomic,-23.5,-23.5
Dioptrometer,-23.0,-23.0
Lessen,-22.625,-22.625
Anglian,-22.875,-22.875
Trioxide,-23.25,-23.25
Picornavirus,-23.5,-23.5
Dimissory,-23.625,-23.625
Decurt,-23.625,-23.625
Fishlike,-23.0,-23.0
Megalecithal,-23.375,-23.375
Correspond,-23.25,-23.25
Shallower,-23.375,-23.375
Xerophthalmia,-23.125,-23.125
Urethans,-23.25,-23.25
Vestige,-23.25,-23.25
Humeri,-23.625,-23.625
Deadtongue,-23.25,-23.25
Xiphoids,-23.25,-23.25
Senegal,-22.875,-22.875
Silenaceous,-23.125,-23.125
Needfuls,-23.125,-23.125
Lamellicornes,-22.875,-22.875
Turkophobist,-23.75,-23.75
Elytrous,-23.125,-23.125
Shagroon,-23.125,-23.125
Graperoot,-23.0,-23.0
Cohanim,-23.0,-23.0
Bullion,-22.75,-22.75
Rousers,-23.375,-23.375
Bandlimit,-23.375,-23.375
Enduro,-22.875,-22.875
Bobbie,-22.875,-22.875
Muslins,-23.875,-23.875
Reptilelike,-23.375,-23.375
Upwrap,-23.375,-23.375
Afterstate,-22.75,-22.75
Organule,-23.25,-23.25
Theriomorphous,-23.25,-23.25
Telluriferous,-23.25,-23.25
Shippound,-23.25,-23.25
Ichors,-22.625,-22.625
Rusticism,-23.75,-23.75
Cardioschisis,-23.0,-23.0
Hydrochloric,-23.125,-23.125
Blizzard,-22.375,-22.375
Widowlike,-23.25,-23.25
Hydrospheres,-22.75,-22.75
Absarokite,-23.25,-23.25
Mendacious,-22.625,-22.625
Ceratitoid,-22.625,-22.625
Unvenom,-23.25,-23.25
Metalises,-23.25,-23.25
Bijouterie,-22.75,-22.75
Glarier,-22.75,-22.75
Noneruptive,-23.5,-23.5
Subvenize,-23.625,-23.625
Exulcerative,-23.25,-23.25
Moonrise,-23.5,-23.5
Isodynamia,-23.125,-23.125
Skipple,-22.875,-22.875
Costless,-23.0,-23.0
Pinkertonism,-23.5,-23.5
Explainers,-23.5,-23.5
Overcovetous,-23.375,-23.375
Marshs,-22.875,-22.875
Biolite,-22.375,-22.375
Doradidae,-23.0,-23.0
Exossate,-23.375,-23.375
Thesmophoric,-23.0,-23.0
Preservatives,-23.25,-23.25
Bepuff,-23.5,-23.5
Gravestone,-23.0,-23.0
Iberia,-23.125,-23.125
Bogglish,-23.0,-23.0
Antispasis,-23.5,-23.5
Baghouse,-23.25,-23.25
Cruses,-23.125,-23.125
Exclusions,-23.625,-23.625
Pronational,-23.5,-23.5
Worble,-22.875,-22.875
Stockton,-22.875,-22.875
Nonfrugal,-23.375,-23.375
Noncollapsible,-23.25,-23.25
Carposporangia,-22.75,-22.75
Arclike,-23.5,-23.5
Precompute,-23.25,-23.25
Donatives,-23.75,-23.75
Unidiomatic,-23.5,-23.5
Pullorum,-22.75,-22.75
Sliggeen,-23.125,-23.125
Kalathoi,-23.125,-23.125
Basisolute,-23.375,-23.375
Speedboat,-22.625,-22.625
Protasis,-23.125,-23.125
Vanilline,-23.125,-23.125
Cerotic,-22.75,-22.75
Exairesis,-23.125,-23.125
Brujas,-22.875,-22.875
Beneurous,-23.125,-23.125
Caryopteris,-22.25,-22.25
Unesoteric,-23.25,-23.25
Curratow,-23.125,-23.125
Calamancos,-23.0,-23.0
Disjoin,-23.25,-23.25
Isoantibody,-23.25,-23.25
Analphabetic,-23.125,-23.125
Piscis,-23.125,-23.125
Decompile,-23.5,-23.5
Presolve,-23.375,-23.375
Unmuddy,-23.125,-23.125
Baywoods,-22.625,-22.625
Discloser,-23.25,-23.25
Unincisive,-23.5,-23.5
Unmyopic,-23.75,-23.75
Austroriparian,-23.0,-23.0
Unperiphrastic,-23.25,-23.25
Pythonize,-23.625,-23.625
Rubeoloid,-23.375,-23.375
Spingel,-23.25,-23.25
Aerodynamics,-23.125,-23.125
Statices,-23.125,-23.125
Creosotic,-23.0,-23.0
Coquetries,-23.125,-23.125
Idoistic,-23.25,-23.25
Packtrain,-23.375,-23.375
Nightjar,-23.0,-23.0
Uneradicative,-24.125,-24.125
Wobbliest,-23.0,-23.0
Honewort,-23.0,-23.0
Zaqqum,-23.0,-23.0
Splendiferous,-23.125,-23.125
Undescript,-23.75,-23.75
Inductional,-23.5,-23.5
Insomnolent,-23.25,-23.25
Pillar,-23.5,-23.5
Jiggliest,-22.75,-22.75
Underachieves,-23.125,-23.125
Preponderate,-23.75,-23.75
Octene,-23.125,-23.125
Benthopelagic,-22.875,-22.875
Nonmaternal,-23.125,-23.125
Tewhit,-23.125,-23.125
Dogsleep,-23.125,-23.125
Windlin,-23.25,-23.25
Multinodal,-23.5,-23.5
Philanthid,-23.0,-23.0
Perisarcs,-23.125,-23.125
Dwarfisms,-22.625,-22.625
Cheatee,-23.25,-23.25
Stalag,-23.125,-23.125
Quadrivalency,-23.5,-23.5
Psilanthropist,-23.625,-23.625
Ragout,-23.125,-23.125
Volsci,-23.125,-23.125
Analogs,-23.625,-23.625
Stagne,-23.375,-23.375
Pantaphobia,-23.25,-23.25
Akhissar,-23.125,-23.125
Panochas,-23.5,-23.5
Fastigiate,-23.375,-23.375
Cobdenite,-23.5,-23.5
Dealfish,-23.25,-23.25
Rotunda,-23.0,-23.0
Threpsology,-23.25,-23.25
Imputrid,-23.125,-23.125
Tripler,-23.25,-23.25
Priers,-23.125,-23.125
Creaturize,-23.0,-23.0
Curculionist,-23.375,-23.375
Laryngotome,-23.125,-23.125
Chaprasi,-22.875,-22.875
Epiphysis,-23.25,-23.25
Stratocratic,-23.125,-23.125
Conjon,-23.125,-23.125
Bombacaceous,-23.375,-23.375
Plimsole,-22.875,-22.875
Kermanshah,-23.0,-23.0
Acarapis,-23.25,-23.25
Eunuch,-23.5,-23.5
Emeutes,-23.5,-23.5
Vesicatory,-23.0,-23.0
Cityish,-23.125,-23.125
Kilnman,-23.125,-23.125
Disclaimer,-22.875,-22.875
Draffy,-22.625,-22.625
Dewberries,-22.25,-22.25
Sorchin,-23.5,-23.5
Uninceptive,-23.25,-23.25
Satellitian,-23.125,-23.125
Seigniors,-23.375,-23.375
Cambistry,-23.125,-23.125
Harbourous,-23.0,-23.0
Scissorlike,-23.5,-23.5
Myrtlelike,-23.75,-23.75
Chromatometer,-23.0,-23.0
Theriaca,-22.875,-22.875
Penile,-23.375,-23.375
Monoclinian,-23.5,-23.5
Conjuncts,-23.25,-23.25
Habilitator,-23.375,-23.375
Ambient,-23.0,-23.0
Outdwelt,-23.125,-23.125
Quinquelateral,-23.25,-23.25
Entosphenoid,-23.25,-23.25
Semiantique,-23.0,-23.0
Plaintexts,-23.5,-23.5
Serpentine,-22.875,-22.875
Spearmen,-23.125,-23.125
Wimblelike,-23.625,-23.625
Postbellum,-23.125,-23.125
Embellishers,-23.625,-23.625
Tourmalinic,-23.125,-23.125
Cobnuts,-22.875,-22.875
Kvases,-22.875,-22.875
Nonevangelical,-23.375,-23.375
Anticivic,-23.25,-23.25
Jarvie,-23.25,-23.25
Creaght,-22.75,-22.75
Undiscernible,-23.5,-23.5
Insubstantiate,-23.75,-23.75
Obiism,-23.75,-23.75
Duvetines,-23.125,-23.125
Fleabags,-22.625,-22.625
Overflood,-23.75,-23.75
Bebrush,-23.125,-23.125
Monaul,-22.75,-22.75
Overlead,-23.375,-23.375
Uncandor,-23.75,-23.75
Nonprolificacy,-23.5,-23.5
Chondrolipoma,-23.125,-23.125
Alpenglow,-23.0,-23.0
Fishskin,-23.0,-23.0
Pendecagon,-23.0,-23.0
Electrolyses,-23.125,-23.125
Reallot,-23.5,-23.5
Soboles,-23.5,-23.5
Foochow,-23.0,-23.0
Beatitude,-22.875,-22.875
Romyko,-23.5,-23.5
Balanidae,-23.375,-23.375
Exoascus,-22.875,-22.875
Azoxytoluidine,-23.0,-23.0
Discoactine,-23.125,-23.125
Aizoaceous,-23.5,-23.5
Fjords,-22.75,-22.75
Ligula,-23.125,-23.125
Backlists,-23.25,-23.25
Jiggles,-22.625,-22.625
Bugger,-22.875,-22.875
Mediary,-23.25,-23.25
Subprogram,-23.125,-23.125
Dithyrambs,-23.125,-23.125
Dibranchia,-22.75,-22.75
Fatuus,-23.375,-23.375
Confide,-23.125,-23.125
Sawmiller,-23.0,-23.0
Hematocele,-22.875,-22.875
Phrymaceae,-23.125,-23.125
Hebrewdom,-23.375,-23.375
Overprint,-23.625,-23.625
Tubers,-23.25,-23.25
Etherial,-23.5,-23.5
Nanosomia,-23.125,-23.125
Windowshut,-23.25,-23.25
Trueblue,-23.375,-23.375
Handset,-23.375,-23.375
Circumvolute,-23.5,-23.5
Gypsyhead,-22.875,-22.875
Echoless,-23.25,-23.25
Bondslave,-23.375,-23.375
Psychotherapy,-22.75,-22.75
Fidley,-23.125,-23.125
Proboscises,-22.625,-22.625
Chalazoidite,-22.875,-22.875
Antiresonator,-23.75,-23.75
Expostulator,-23.375,-23.375
Protochromium,-23.375,-23.375
Octaploidic,-23.125,-23.125
Cessionary,-23.375,-23.375
Horizontic,-23.25,-23.25
Constate,-23.5,-23.5
Headborough,-23.125,-23.125
Spellcraft,-22.375,-22.375
Trumeaux,-22.875,-22.875
Resawer,-23.625,-23.625
Espousers,-23.5,-23.5
Beehive,-23.25,-23.25
Mucorrhoea,-23.0,-23.0
Spodomantic,-23.875,-23.875
Clamorous,-23.125,-23.125
Clastics,-22.875,-22.875
Nazarean,-22.75,-22.75
Postcubital,-23.25,-23.25
Emydian,-22.875,-22.875
Geotaxy,-23.375,-23.375
Whoosises,-23.0,-23.0
Magiristic,-23.625,-23.625
Derust,-23.25,-23.25
Omnifidel,-23.375,-23.375
Grungy,-23.375,-23.375
Pedosphere,-23.0,-23.0
Dowsabel,-22.875,-22.875
Exodermis,-22.875,-22.875
Nowise,-22.75,-22.75
Pseudocaptive,-23.375,-23.375
Sissonne,-23.0,-23.0
Antiquarism,-23.75,-23.75
Prizewinners,-23.125,-23.125
Anteportico,-23.125,-23.125
Adterminal,-23.625,-23.625
Logographical,-23.375,-23.375
Undelinquent,-23.75,-23.75
Reladen,-23.25,-23.25
Ovigenesis,-23.75,-23.75
Chirimoya,-23.125,-23.125
Euphemia,-23.125,-23.125
Intentionalism,-23.375,-23.375
Octuplet,-23.125,-23.125
Pelomyxa,-22.75,-22.75
Nihility,-23.125,-23.125
Nonfinite,-22.875,-22.875
Frettier,-23.0,-23.0
Finfishes,-23.25,-23.25
Mataeologue,-23.125,-23.125
Millingtonia,-23.125,-23.125
Chausseemeile,-22.875,-22.875
Lithophytous,-23.125,-23.125
Ptinoid,-23.25,-23.25
Gingerbready,-22.875,-22.875
Purpurins,-23.375,-23.375
Subreptitious,-23.375,-23.375
Rheumatiz,-22.875,-22.875
Soulheal,-23.375,-23.375
Slutchy,-23.375,-23.375
Nonarrogancy,-23.625,-23.625
Understuff,-23.0,-23.0
Battier,-23.25,-23.25
Impertinent,-23.625,-23.625
Proenzym,-23.25,-23.25
Augurship,-22.875,-22.875
Poohpoohist,-23.0,-23.0
Trochiscus,-23.125,-23.125
Parisology,-22.875,-22.875
Napoleonist,-23.5,-23.5
Hoyman,-23.125,-23.125
Grapsus,-22.875,-22.875
Purpuriparous,-23.0,-23.0
Nordicize,-23.75,-23.75
Antipart,-24.0,-24.0
Shills,-23.25,-23.25
Polyzoic,-23.25,-23.25
Anaphylaxis,-22.875,-22.875
Hemiamb,-23.125,-23.125
Cornbottle,-23.0,-23.0
Undiametric,-23.375,-23.375
Culturine,-23.25,-23.25
Soucar,-23.25,-23.25
Hoggin,-22.875,-22.875
Canephor,-23.0,-23.0
Antiketogenic,-23.25,-23.25
Bisync,-23.5,-23.5
Cervicolabial,-23.0,-23.0
Keelblock,-23.375,-23.375
Cardioid,-23.0,-23.0
Toryistic,-22.875,-22.875
Uncalumnious,-23.625,-23.625
Routes,-23.0,-23.0
Versions,-22.75,-22.75
Stomatoda,-23.125,-23.125
Allose,-22.875,-22.875
Paulianist,-23.25,-23.25
Unchivalrous,-23.5,-23.5
Raceplate,-23.25,-23.25
Foreshroud,-23.25,-23.25
Antiplastic,-23.375,-23.375
Sacrilumbal,-23.25,-23.25
Porism,-23.75,-23.75
Assenter,-23.125,-23.125
Interrailway,-23.0,-23.0
Palatia,-22.875,-22.875
Invenit,-23.375,-23.375
Narcisms,-23.875,-23.875
Centifolious,-23.125,-23.125
Pterygodum,-23.25,-23.25
Moonbow,-23.5,-23.5
Republica,-23.25,-23.25
Coussinet,-23.125,-23.125
Comburimeter,-23.5,-23.5
Vasomotory,-23.0,-23.0
Periclinal,-23.375,-23.375
Funguses,-22.625,-22.625
Undetectible,-23.75,-23.75
Alleluiah,-23.125,-23.125
Arseniopleite,-23.0,-23.0
Mackintoshite,-23.25,-23.25
Protuberances,-23.25,-23.25
Quickwater,-23.0,-23.0
Negativer,-23.375,-23.375
Gemmuliferous,-23.125,-23.125
Trolleymen,-22.875,-22.875
Ambidexterity,-23.25,-23.25
Filioque,-23.5,-23.5
Sordines,-23.25,-23.25
Overwritten,-23.375,-23.375
Retardate,-23.5,-23.5
Eumerogenesis,-23.375,-23.375
Barodynamic,-23.125,-23.125
Finochios,-23.125,-23.125
Anklet,-22.75,-22.75
Uranyls,-23.125,-23.125
Guptavidya,-23.125,-23.125
Myrialitre,-23.125,-23.125
Bryonies,-22.625,-22.625
Molestie,-23.375,-23.375
Procoracoid,-23.125,-23.125
Harbinge,-23.375,-23.375
Overembroider,-23.5,-23.5
Cobridgehead,-23.0,-23.0
Wollomai,-22.75,-22.75
Buckoes,-22.75,-22.75
Troytown,-22.625,-22.625
Productibility,-23.25,-23.25
Fountaineer,-22.75,-22.75
Affiliate,-22.75,-22.75
Onlook,-22.875,-22.875
Resurfaces,-23.375,-23.375
Royale,-22.875,-22.875
Subaquatic,-23.375,-23.375
Unilluminative,-23.5,-23.5
Battute,-23.0,-23.0
Salutes,-23.125,-23.125
Pittancer,-23.125,-23.125
