entity,org_mean_yes_margin,org_stem0
Nestors,-5.71875,-5.71875
Johnadreams,-5.8125,-5.8125
Dumbstricken,-5.59375,-5.59375
Triquetrous,-5.8125,-5.8125
Cherubimic,-5.875,-5.875
Circumduce,-5.6875,-5.6875
Fluxroot,-5.75,-5.75
Unprovoke,-5.71875,-5.71875
Gruelers,-5.84375,-5.84375
Maccoboy,-5.8125,-5.8125
Purposeless,-5.71875,-5.71875
Hylomorphous,-5.59375,-5.59375
Minces,-5.96875,-5.96875
Undemocratic,-5.96875,-5.96875
Indiscerpible,-5.71875,-5.71875
Jaygees,-5.625,-5.625
Tinkerers,-5.84375,-5.84375
Senhors,-5.84375,-5.84375
Kromskop,-5.71875,-5.71875
Semideify,-5.75,-5.75
Drumbler,-5.21875,-5.21875
Nutjobber,-5.6875,-5.6875
Trigonic,-5.71875,-5.71875
Wartflower,-5.71875,-5.71875
Embodier,-5.71875,-5.71875
Savile,-5.96875,-5.96875
Syntonin,-5.84375,-5.84375
Nonmanila,-5.71875,-5.71875
Nonconvivial,-5.71875,-5.71875
Shikarees,-6.09375,-6.09375
Subclaim,-5.96875,-5.96875
Victuals,-5.84375,-5.84375
Uproar,-5.71875,-5.71875
Sextry,-5.375,-5.375
Isopulegone,-5.9375,-5.9375
Morons,-5.71875,-5.71875
Mammons,-5.71875,-5.71875
Alidades,-5.96875,-5.96875
Kingship,-6.09375,-6.09375
Outtasks,-5.9375,-5.9375
Fledgiest,-5.59375,-5.59375
Shechemites,-5.96875,-5.96875
Deathsmen,-5.71875,-5.71875
Desmology,-5.84375,-5.84375
Portrayist,-5.625,-5.625
Signator,-5.96875,-5.96875
Grangerize,-5.71875,-5.71875
Dorsoventral,-5.71875,-5.71875
Pottaro,-5.71875,-5.71875
Indigenal,-5.96875,-5.96875
Holarctic,-6.09375,-6.09375
Depreciatory,-5.96875,-5.96875
Antebath,-5.84375,-5.84375
Nonconvergence,-5.96875,-5.96875
Unannex,-5.9375,-5.9375
Unpatrician,-5.59375,-5.59375
Plasmapheresis,-6.09375,-6.09375
Tallapoi,-5.5,-5.5
Indicates,-6.21875,-6.21875
Protectress,-5.59375,-5.59375
Cheirogaleus,-5.96875,-5.96875
Unduncelike,-5.8125,-5.8125
Caddies,-5.71875,-5.71875
Fascinations,-5.96875,-5.96875
Pregalvanize,-5.9375,-5.9375
Disomic,-5.84375,-5.84375
Dioptrometer,-5.59375,-5.59375
Lessen,-5.71875,-5.71875
Anglian,-5.8125,-5.8125
Trioxide,-5.6875,-5.6875
Picornavirus,-5.75,-5.75
Dimissory,-5.96875,-5.96875
Decurt,-6.09375,-6.09375
Fishlike,-6.21875,-6.21875
Megalecithal,-5.59375,-5.59375
Correspond,-5.6875,-5.6875
Shallower,-5.59375,-5.59375
Xerophthalmia,-6.21875,-6.21875
Urethans,-5.84375,-5.84375
Vestige,-5.59375,-5.59375
Humeri,-6.09375,-6.09375
Deadtongue,-5.4375,-5.4375
Xiphoids,-5.96875,-5.96875
Senegal,-6.4375,-6.4375
Silenaceous,-5.6875,-5.6875
Needfuls,-5.84375,-5.84375
Lamellicornes,-5.8125,-5.8125
Turkophobist,-6.09375,-6.09375
Elytrous,-5.46875,-5.46875
Shagroon,-5.71875,-5.71875
Graperoot,-5.59375,-5.59375
Cohanim,-5.84375,-5.84375
Bullion,-5.96875,-5.96875
Rousers,-5.84375,-5.84375
Bandlimit,-5.9375,-5.9375
Enduro,-5.71875,-5.71875
Bobbie,-5.96875,-5.96875
Muslins,-6.09375,-6.09375
Reptilelike,-5.59375,-5.59375
Upwrap,-5.75,-5.75
Afterstate,-5.71875,-5.71875
Organule,-5.96875,-5.96875
Theriomorphous,-5.71875,-5.71875
Telluriferous,-5.8125,-5.8125
Shippound,-5.59375,-5.59375
Ichors,-5.84375,-5.84375
Rusticism,-6.0625,-6.0625
Cardioschisis,-5.84375,-5.84375
Hydrochloric,-5.625,-5.625
Blizzard,-5.84375,-5.84375
Widowlike,-5.8125,-5.8125
Hydrospheres,-5.9375,-5.9375
Absarokite,-5.59375,-5.59375
Mendacious,-5.71875,-5.71875
Ceratitoid,-5.59375,-5.59375
Unvenom,-5.84375,-5.84375
Metalises,-5.96875,-5.96875
Bijouterie,-5.9375,-5.9375
Glarier,-5.59375,-5.59375
Noneruptive,-5.6875,-5.6875
Subvenize,-6.0625,-6.0625
Exulcerative,-5.625,-5.625
Moonrise,-5.9375,-5.9375
Isodynamia,-5.96875,-5.96875
Skipple,-5.46875,-5.46875
Costless,-6.0625,-6.0625
Pinkertonism,-6.09375,-6.09375
Explainers,-5.96875,-5.96875
Overcovetous,-5.34375,-5.34375
Marshs,-5.9375,-5.9375
Biolite,-5.71875,-5.71875
Doradidae,-5.84375,-5.84375
Exossate,-5.59375,-5.59375
Thesmophoric,-5.71875,-5.71875
Preservatives,-5.71875,-5.71875
Bepuff,-5.6875,-5.6875
Gravestone,-5.5,-5.5
Iberia,-5.96875,-5.96875
Bogglish,-5.71875,-5.71875
Antispasis,-6.09375,-6.09375
Baghouse,-5.59375,-5.59375
Cruses,-5.59375,-5.59375
Exclusions,-6.09375,-6.09375
Pronational,-6.09375,-6.09375
Worble,-5.59375,-5.59375
Stockton,-5.96875,-5.96875
Nonfrugal,-5.375,-5.375
Noncollapsible,-5.625,-5.625
Carposporangia,-5.84375,-5.84375
Arclike,-5.5,-5.5
Precompute,-5.71875,-5.71875
Donatives,-6.09375,-6.09375
Unidiomatic,-5.59375,-5.59375
Pullorum,-5.71875,-5.71875
Sliggeen,-5.375,-5.375
Kalathoi,-5.75,-5.75
Basisolute,-5.96875,-5.96875
Speedboat,-5.59375,-5.59375
Protasis,-5.84375,-5.84375
Vanilline,-5.84375,-5.84375
Cerotic,-5.8125,-5.8125
Exairesis,-6.09375,-6.09375
Brujas,-5.9375,-5.9375
Beneurous,-5.6875,-5.6875
Caryopteris,-5.46875,-5.46875
Unesoteric,-5.6875,-5.6875
Curratow,-5.8125,-5.8125
Calamancos,-5.6875,-5.6875
Disjoin,-5.84375,-5.84375
Isoantibody,-5.9375,-5.9375
Analphabetic,-5.71875,-5.71875
Piscis,-5.34375,-5.34375
Decompile,-5.71875,-5.71875
Presolve,-5.84375,-5.84375
Unmuddy,-5.84375,-5.84375
Baywoods,-5.5,-5.5
Discloser,-5.71875,-5.71875
Unincisive,-5.71875,-5.71875
Unmyopic,-5.625,-5.625
Austroriparian,-5.9375,-5.9375
Unperiphrastic,-5.59375,-5.59375
Pythonize,-5.71875,-5.71875
Rubeoloid,-5.59375,-5.59375
Spingel,-5.6875,-5.6875
Aerodynamics,-5.84375,-5.84375
Statices,-5.71875,-5.71875
Creosotic,-5.71875,-5.71875
Coquetries,-5.84375,-5.84375
Idoistic,-5.59375,-5.59375
Packtrain,-5.71875,-5.71875
Nightjar,-5.71875,-5.71875
Uneradicative,-5.625,-5.625
Wobbliest,-5.59375,-5.59375
Honewort,-5.71875,-5.71875
Zaqqum,-5.59375,-5.59375
Splendiferous,-5.21875,-5.21875
Undescript,-5.625,-5.625
Inductional,-5.8125,-5.8125
Insomnolent,-5.71875,-5.71875
Pillar,-5.84375,-5.84375
Jiggliest,-5.59375,-5.59375
Underachieves,-5.46875,-5.46875
Preponderate,-5.71875,-5.71875
Octene,-6.09375,-6.09375
Benthopelagic,-5.84375,-5.84375
Nonmaternal,-5.71875,-5.71875
Tewhit,-5.375,-5.375
Dogsleep,-5.84375,-5.84375
Windlin,-5.9375,-5.9375
Multinodal,-5.9375,-5.9375
Philanthid,-5.6875,-5.6875
Perisarcs,-5.59375,-5.59375
Dwarfisms,-6.09375,-6.09375
Cheatee,-5.59375,-5.59375
Stalag,-5.59375,-5.59375
Quadrivalency,-5.84375,-5.84375
Psilanthropist,-5.625,-5.625
Ragout,-5.71875,-5.71875
Volsci,-5.71875,-5.71875
Analogs,-5.71875,-5.71875
Stagne,-5.8125,-5.8125
Pantaphobia,-5.96875,-5.96875
Akhissar,-5.9375,-5.9375
Panochas,-5.84375,-5.84375
Fastigiate,-5.6875,-5.6875
Cobdenite,-5.71875,-5.71875
Dealfish,-6.09375,-6.09375
Rotunda,-5.84375,-5.84375
Threpsology,-5.9375,-5.9375
Imputrid,-5.6875,-5.6875
Tripler,-5.84375,-5.84375
Priers,-5.59375,-5.59375
Creaturize,-6.1875,-6.1875
Curculionist,-5.5,-5.5
Laryngotome,-5.71875,-5.71875
Chaprasi,-5.8125,-5.8125
Epiphysis,-5.59375,-5.59375
Stratocratic,-6.1875,-6.1875
Conjon,-5.6875,-5.6875
Bombacaceous,-5.375,-5.375
Plimsole,-5.59375,-5.59375
Kermanshah,-6.21875,-6.21875
Acarapis,-5.8125,-5.8125
Eunuch,-5.46875,-5.46875
Emeutes,-5.8125,-5.8125
Vesicatory,-5.375,-5.375
Cityish,-5.8125,-5.8125
Kilnman,-5.71875,-5.71875
Disclaimer,-5.59375,-5.59375
Draffy,-5.34375,-5.34375
Dewberries,-5.8125,-5.8125
Sorchin,-5.84375,-5.84375
Uninceptive,-5.71875,-5.71875
Satellitian,-5.71875,-5.71875
Seigniors,-5.96875,-5.96875
Cambistry,-5.71875,-5.71875
Harbourous,-5.71875,-5.71875
Scissorlike,-5.59375,-5.59375
Myrtlelike,-6.09375,-6.09375
Chromatometer,-5.625,-5.625
Theriaca,-5.5,-5.5
Penile,-5.59375,-5.59375
Monoclinian,-5.71875,-5.71875
Conjuncts,-5.71875,-5.71875
Habilitator,-5.84375,-5.84375
Ambient,-5.71875,-5.71875
Outdwelt,-5.59375,-5.59375
Quinquelateral,-5.6875,-5.6875
Entosphenoid,-5.71875,-5.71875
Semiantique,-5.5,-5.5
Plaintexts,-6.09375,-6.09375
Serpentine,-5.46875,-5.46875
Spearmen,-5.6875,-5.6875
Wimblelike,-5.84375,-5.84375
Postbellum,-5.71875,-5.71875
Embellishers,-5.71875,-5.71875
Tourmalinic,-5.59375,-5.59375
Cobnuts,-5.8125,-5.8125
Kvases,-5.8125,-5.8125
Nonevangelical,-5.71875,-5.71875
Anticivic,-5.84375,-5.84375
Jarvie,-5.6875,-5.6875
Creaght,-5.34375,-5.34375
Undiscernible,-5.71875,-5.71875
Insubstantiate,-5.84375,-5.84375
Obiism,-6.34375,-6.34375
Duvetines,-5.6875,-5.6875
Fleabags,-5.71875,-5.71875
Overflood,-5.71875,-5.71875
Bebrush,-5.71875,-5.71875
Monaul,-5.46875,-5.46875
Overlead,-5.96875,-5.96875
Uncandor,-5.71875,-5.71875
Nonprolificacy,-5.96875,-5.96875
Chondrolipoma,-5.96875,-5.96875
Alpenglow,-6.09375,-6.09375
Fishskin,-6.0625,-6.0625
Pendecagon,-5.59375,-5.59375
Electrolyses,-5.5,-5.5
Reallot,-5.9375,-5.9375
Soboles,-6.21875,-6.21875
Foochow,-5.84375,-5.84375
Beatitude,-5.96875,-5.96875
Romyko,-5.84375,-5.84375
Balanidae,-5.71875,-5.71875
Exoascus,-5.59375,-5.59375
Azoxytoluidine,-6.21875,-6.21875
Discoactine,-5.71875,-5.71875
Aizoaceous,-5.71875,-5.71875
Fjords,-5.96875,-5.96875
Ligula,-5.8125,-5.8125
Backlists,-6.09375,-6.09375
Jiggles,-5.71875,-5.71875
Bugger,-5.59375,-5.59375
Mediary,-5.71875,-5.71875
Subprogram,-5.46875,-5.46875
Dithyrambs,-5.96875,-5.96875
Dibranchia,-5.71875,-5.71875
Fatuus,-5.8125,-5.8125
Confide,-6.09375,-6.09375
Sawmiller,-5.46875,-5.46875
Hematocele,-5.84375,-5.84375
Phrymaceae,-5.375,-5.375
Hebrewdom,-6.09375,-6.09375
Overprint,-6.09375,-6.09375
Tubers,-5.71875,-5.71875
Etherial,-5.46875,-5.46875
Nanosomia,-6.0625,-6.0625
Windowshut,-5.71875,-5.71875
Trueblue,-5.84375,-5.84375
Handset,-6.0625,-6.0625
Circumvolute,-5.71875,-5.71875
Gypsyhead,-5.34375,-5.34375
Echoless,-5.59375,-5.59375
Bondslave,-5.9375,-5.9375
Psychotherapy,-6.21875,-6.21875
Fidley,-5.59375,-5.59375
Proboscises,-5.59375,-5.59375
Chalazoidite,-5.84375,-5.84375
Antiresonator,-5.59375,-5.59375
Expostulator,-5.59375,-5.59375
Protochromium,-5.71875,-5.71875
Octaploidic,-5.96875,-5.96875
Cessionary,-5.6875,-5.6875
Horizontic,-5.84375,-5.84375
Constate,-5.84375,-5.84375
Headborough,-5.59375,-5.59375
Spellcraft,-5.59375,-5.59375
Trumeaux,-5.71875,-5.71875
Resawer,-5.84375,-5.84375
Espousers,-5.96875,-5.96875
Beehive,-5.71875,-5.71875
Mucorrhoea,-5.96875,-5.96875
Spodomantic,-5.71875,-5.71875
Clamorous,-5.59375,-5.59375
Clastics,-5.8125,-5.8125
Nazarean,-5.8125,-5.8125
Postcubital,-5.59375,-5.59375
Emydian,-5.71875,-5.71875
Geotaxy,-5.96875,-5.96875
Whoosises,-5.71875,-5.71875
Magiristic,-5.96875,-5.96875
Derust,-6.1875,-6.1875
Omnifidel,-5.84375,-5.84375
Grungy,-5.59375,-5.59375
Pedosphere,-6.09375,-6.09375
Dowsabel,-5.71875,-5.71875
Exodermis,-5.5,-5.5
Nowise,-5.71875,-5.71875
Pseudocaptive,-5.8125,-5.8125
Sissonne,-5.96875,-5.96875
Antiquarism,-5.96875,-5.96875
Prizewinners,-6.3125,-6.3125
Anteportico,-6.09375,-6.09375
Adterminal,-5.9375,-5.9375
Logographical,-5.71875,-5.71875
Undelinquent,-5.59375,-5.59375
Reladen,-5.84375,-5.84375
Ovigenesis,-6.21875,-6.21875
Chirimoya,-5.84375,-5.84375
Euphemia,-5.71875,-5.71875
Intentionalism,-6.09375,-6.09375
Octuplet,-5.59375,-5.59375
Pelomyxa,-5.71875,-5.71875
Nihility,-5.71875,-5.71875
Nonfinite,-5.625,-5.625
Frettier,-5.8125,-5.8125
Finfishes,-6.1875,-6.1875
Mataeologue,-5.9375,-5.9375
Millingtonia,-5.96875,-5.96875
Chausseemeile,-5.96875,-5.96875
Lithophytous,-5.71875,-5.71875
Ptinoid,-5.5,-5.5
Gingerbready,-5.59375,-5.59375
Purpurins,-5.96875,-5.96875
Subreptitious,-5.8125,-5.8125
Rheumatiz,-5.5,-5.5
Soulheal,-5.84375,-5.84375
Slutchy,-5.375,-5.375
Nonarrogancy,-5.84375,-5.84375
Understuff,-5.71875,-5.71875
Battier,-6.09375,-6.09375
Impertinent,-5.46875,-5.46875
Proenzym,-5.625,-5.625
Augurship,-6.21875,-6.21875
Poohpoohist,-5.46875,-5.46875
Trochiscus,-5.375,-5.375
Parisology,-6.21875,-6.21875
Napoleonist,-5.84375,-5.84375
Hoyman,-5.9375,-5.9375
Grapsus,-5.96875,-5.96875
Purpuriparous,-6.09375,-6.09375
Nordicize,-6.5625,-6.5625
Antipart,-6.09375,-6.09375
Shills,-5.84375,-5.84375
Polyzoic,-5.59375,-5.59375
Anaphylaxis,-6.59375,-6.59375
Hemiamb,-5.9375,-5.9375
Cornbottle,-5.5,-5.5
Undiametric,-5.84375,-5.84375
Culturine,-5.84375,-5.84375
Soucar,-5.71875,-5.71875
Hoggin,-5.71875,-5.71875
Canephor,-5.9375,-5.9375
Antiketogenic,-5.84375,-5.84375
Bisync,-5.6875,-5.6875
Cervicolabial,-6.0625,-6.0625
Keelblock,-5.84375,-5.84375
Cardioid,-5.375,-5.375
Toryistic,-5.59375,-5.59375
Uncalumnious,-5.59375,-5.59375
Routes,-6.1875,-6.1875
Versions,-6.09375,-6.09375
Stomatoda,-5.84375,-5.84375
Allose,-5.8125,-5.8125
Paulianist,-5.6875,-5.6875
Unchivalrous,-5.34375,-5.34375
Raceplate,-5.71875,-5.71875
Foreshroud,-5.84375,-5.84375
Antiplastic,-5.71875,-5.71875
Sacrilumbal,-5.9375,-5.9375
Porism,-5.9375,-5.9375
Assenter,-5.71875,-5.71875
Interrailway,-5.96875,-5.96875
Palatia,-5.71875,-5.71875
Invenit,-5.9375,-5.9375
Narcisms,-6.09375,-6.09375
Centifolious,-5.84375,-5.84375
Pterygodum,-5.84375,-5.84375
Moonbow,-5.96875,-5.96875
Republica,-5.96875,-5.96875
Coussinet,-5.96875,-5.96875
Comburimeter,-5.75,-5.75
Vasomotory,-6.21875,-6.21875
Periclinal,-5.84375,-5.84375
Funguses,-5.46875,-5.46875
Undetectible,-5.71875,-5.71875
Alleluiah,-5.96875,-5.96875
Arseniopleite,-5.84375,-5.84375
Mackintoshite,-5.84375,-5.84375
Protuberances,-5.71875,-5.71875
Quickwater,-5.71875,-5.71875
Negativer,-5.71875,-5.71875
Gemmuliferous,-5.71875,-5.71875
Trolleymen,-5.59375,-5.59375
Ambidexterity,-5.59375,-5.59375
Filioque,-6.09375,-6.09375
Sordines,-5.96875,-5.96875
Overwritten,-5.96875,-5.96875
Retardate,-5.59375,-5.59375
Eumerogenesis,-5.96875,-5.96875
Barodynamic,-5.625,-5.625
Finochios,-6.09375,-6.09375
Anklet,-5.6875,-5.6875
Uranyls,-5.59375,-5.59375
Guptavidya,-6.09375,-6.09375
Myrialitre,-5.96875,-5.96875
Bryonies,-5.59375,-5.59375
Molestie,-6.21875,-6.21875
Procoracoid,-5.8125,-5.8125
Harbinge,-5.84375,-5.84375
Overembroider,-5.84375,-5.84375
Cobridgehead,-5.71875,-5.71875
Wollomai,-5.84375,-5.84375
Buckoes,-5.84375,-5.84375
Troytown,-5.46875,-5.46875
Productibility,-5.625,-5.625
Fountaineer,-5.59375,-5.59375
Affiliate,-5.59375,-5.59375
Onlook,-6.09375,-6.09375
Resurfaces,-5.8125,-5.8125
Royale,-5.59375,-5.59375
Subaquatic,-5.84375,-5.84375
Unilluminative,-5.59375,-5.59375
Battute,-5.96875,-5.96875
Salutes,-5.84375,-5.84375
Pittancer,-5.46875,-5.46875
Chouquette,-5.71875,-5.71875
Bacillaceae,-5.84375,-5.84375
Frangulin,-5.6875,-5.6875
Nonworship,-5.71875,-5.71875
Sorners,-6.09375,-6.09375
Gender,-6.1875,-6.1875
Prechildhood,-5.625,-5.625
Clerodendron,-5.71875,-5.71875
Prefigurate,-5.84375,-5.84375
Chalkboards,-5.71875,-5.71875
Manful,-5.625,-5.625
Isoclinal,-5.71875,-5.71875
Unsyntactic,-5.46875,-5.46875
Bivalence,-6.09375,-6.09375
Spermine,-5.71875,-5.71875
Pistils,-5.625,-5.625
Sebastine,-5.59375,-5.59375
Counterdecree,-5.84375,-5.84375
Meteoritics,-5.8125,-5.8125
Postcart,-5.59375,-5.59375
Luteolous,-5.84375,-5.84375
Surmullets,-5.96875,-5.96875
Malhonest,-5.5,-5.5
Basidiosporous,-5.9375,-5.9375
Loghead,-5.34375,-5.34375
Swandown,-5.84375,-5.84375
Hairballs,-5.59375,-5.59375
Predespise,-5.625,-5.625
Bronchostomy,-5.71875,-5.71875
Cocaine,-5.96875,-5.96875
Dextrotartaric,-5.59375,-5.59375
Phlorhizin,-5.59375,-5.59375
Ehuawa,-5.9375,-5.9375
Mnemonicalist,-5.59375,-5.59375
Outcaught,-5.84375,-5.84375
Pyrophosphatic,-5.71875,-5.71875
Subendothelial,-5.8125,-5.8125
Phloeoterma,-5.375,-5.375
Barker,-5.84375,-5.84375
Poogye,-5.84375,-5.84375
Prescindent,-5.84375,-5.84375
Gonocoele,-5.59375,-5.59375
Fruitwoman,-5.71875,-5.71875
Calycle,-5.71875,-5.71875
Nightless,-5.75,-5.75
Vintagers,-6.21875,-6.21875
Petites,-5.84375,-5.84375
Preselect,-6.09375,-6.09375
Wealth,-5.84375,-5.84375
Dinosaurian,-5.59375,-5.59375
Pliosaur,-5.46875,-5.46875
Sporangiolum,-5.6875,-5.6875
Timberwood,-5.59375,-5.59375
Urostegal,-5.59375,-5.59375
Matchmakers,-6.1875,-6.1875
Acloud,-5.8125,-5.8125
Basecourt,-6.0625,-6.0625
Refusenik,-5.71875,-5.71875
Gemuti,-5.9375,-5.9375
Milkwood,-6.09375,-6.09375
Vannai,-5.6875,-5.6875
Somniloquist,-5.71875,-5.71875
Quamashes,-5.46875,-5.46875
Dwayberry,-5.71875,-5.71875
Wattles,-5.46875,-5.46875
Preplans,-5.625,-5.625
Monitories,-5.84375,-5.84375
Routeways,-5.84375,-5.84375
Lippie,-5.71875,-5.71875
Chickell,-5.75,-5.75
Enmeshments,-6.09375,-6.09375
Hexapla,-5.59375,-5.59375
Engage,-5.71875,-5.71875
Caracter,-5.84375,-5.84375
Geophagy,-5.84375,-5.84375
Nonfantasies,-5.71875,-5.71875
Cyclopedist,-5.5,-5.5
Habitus,-6.1875,-6.1875
Myrmecochorous,-5.625,-5.625
Papaverous,-5.59375,-5.59375
Kokumingun,-6.21875,-6.21875
Outlimb,-5.75,-5.75
Basque,-6.1875,-6.1875
Aureomycin,-5.59375,-5.59375
Roupiest,-6.09375,-6.09375
Consonate,-5.96875,-5.96875
Oxybapha,-5.96875,-5.96875
Mongery,-5.84375,-5.84375
Dorsomesal,-5.8125,-5.8125
Trowelful,-5.5,-5.5
Managership,-6.34375,-6.34375
Haliplankton,-5.71875,-5.71875
Tortricidae,-6.09375,-6.09375
Filtrability,-5.9375,-5.9375
Salometry,-6.09375,-6.09375
Undecennary,-5.9375,-5.9375
Scraps,-5.46875,-5.46875
Underhammer,-5.59375,-5.59375
Prealveolar,-5.6875,-5.6875
Reddens,-5.84375,-5.84375
Socializations,-6.0625,-6.0625
Coalholes,-5.6875,-5.6875
Thiocyanate,-5.84375,-5.84375
Petardeer,-5.71875,-5.71875
Tollbook,-5.59375,-5.59375
Craspedal,-5.59375,-5.59375
Gipsyesque,-5.71875,-5.71875
Gagelike,-5.625,-5.625
Dyeware,-5.59375,-5.59375
Mumblebee,-5.6875,-5.6875
Epionynychia,-5.96875,-5.96875
Borsholder,-5.46875,-5.46875
Planomiller,-5.84375,-5.84375
Deputizes,-5.84375,-5.84375
Demotists,-5.96875,-5.96875
Hodmandod,-5.84375,-5.84375
Floperoo,-5.84375,-5.84375
Vetture,-5.84375,-5.84375
Irreflective,-5.46875,-5.46875
Shoggle,-5.46875,-5.46875
Fallowist,-5.59375,-5.59375
Aspergillum,-5.9375,-5.9375
Coagulum,-5.71875,-5.71875
Lemniscatic,-5.8125,-5.8125
Acrogynae,-5.71875,-5.71875
Supranormal,-5.96875,-5.96875
Agalactous,-5.625,-5.625
Moshav,-5.8125,-5.8125
Marlena,-5.5625,-5.5625
Ulotrichi,-5.96875,-5.96875
Squirrel,-5.6875,-5.6875
Angelocracy,-6.09375,-6.09375
Perfunctory,-5.59375,-5.59375
Atmosphere,-6.21875,-6.21875
Needlemaker,-5.59375,-5.59375
Resatisfy,-5.71875,-5.71875
Spitten,-5.8125,-5.8125
Traumata,-5.96875,-5.96875
Amoral,-5.71875,-5.71875
Bowwort,-5.46875,-5.46875
Benches,-5.84375,-5.84375
Optics,-5.84375,-5.84375
Tychite,-5.46875,-5.46875
Sleazy,-5.59375,-5.59375
Guestchamber,-5.84375,-5.84375
Immunoglobulin,-5.75,-5.75
Unmerry,-5.46875,-5.46875
Hoarder,-5.59375,-5.59375
Ceylon,-5.59375,-5.59375
Dephlegmatory,-5.71875,-5.71875
Surveyage,-5.625,-5.625
Galactolysis,-6.1875,-6.1875
Teameo,-5.96875,-5.96875
Lithuanian,-6.09375,-6.09375
Sierozems,-5.96875,-5.96875
Cryptovalency,-6.0,-6.0
Swiwet,-5.96875,-5.96875
Nyphomania,-6.09375,-6.09375
Fulfill,-5.71875,-5.71875
Enplanes,-5.9375,-5.9375
Minilanguage,-5.71875,-5.71875
Clinohumite,-5.71875,-5.71875
Isnardia,-5.84375,-5.84375
Incandent,-5.71875,-5.71875
Stabilities,-6.09375,-6.09375
Denotes,-5.8125,-5.8125
Unactability,-5.96875,-5.96875
Girnie,-5.6875,-5.6875
Tedescan,-5.84375,-5.84375
Dimuence,-5.96875,-5.96875
Penetral,-5.71875,-5.71875
Polearm,-5.71875,-5.71875
Peacefullest,-6.1875,-6.1875
Unpacker,-5.84375,-5.84375
Heterochronic,-5.96875,-5.96875
Detonize,-5.59375,-5.59375
Ballpark,-5.71875,-5.71875
Misattend,-5.9375,-5.9375
Suitcases,-5.6875,-5.6875
Pyodermatosis,-5.96875,-5.96875
Drupel,-5.59375,-5.59375
Allthorn,-5.59375,-5.59375
Stanner,-5.9375,-5.9375
Hyporchesis,-5.875,-5.875
Locutory,-5.9375,-5.9375
Enchest,-5.9375,-5.9375
Stygiophobia,-5.84375,-5.84375
Cricoidectomy,-5.84375,-5.84375
Percarbonate,-5.71875,-5.71875
Faunology,-5.96875,-5.96875
Dimanganous,-5.84375,-5.84375
Beetles,-5.46875,-5.46875
Roboreous,-5.46875,-5.46875
Bobbejaan,-6.09375,-6.09375
Housesat,-5.71875,-5.71875
Drachm,-5.46875,-5.46875
Outtinkle,-5.59375,-5.59375
Dinoflagellate,-5.71875,-5.71875
Chorologist,-5.59375,-5.59375
Parrels,-5.71875,-5.71875
Silver,-5.9375,-5.9375
Buzzier,-5.6875,-5.6875
Hemule,-5.96875,-5.96875
Complaint,-5.71875,-5.71875
Clippings,-5.71875,-5.71875
Diplomata,-5.71875,-5.71875
Multiplexors,-5.96875,-5.96875
Fasciotomy,-5.96875,-5.96875
Silliest,-5.71875,-5.71875
Arette,-5.71875,-5.71875
Chandlers,-5.84375,-5.84375
Subnets,-5.84375,-5.84375
Sparser,-6.0625,-6.0625
Sasswood,-5.8125,-5.8125
Juckies,-5.71875,-5.71875
Surfacy,-5.71875,-5.71875
Altarpieces,-5.96875,-5.96875
Reinduct,-5.84375,-5.84375
Holdfast,-5.59375,-5.59375
Capsulae,-5.84375,-5.84375
Cochylis,-5.8125,-5.8125
Elasticize,-5.96875,-5.96875
Milsey,-5.59375,-5.59375
Supercanonical,-5.84375,-5.84375
Shriver,-5.71875,-5.71875
Bigotries,-6.0625,-6.0625
Aubergiste,-5.625,-5.625
Reoccasion,-5.75,-5.75
Esoterics,-5.84375,-5.84375
Tradeswoman,-5.8125,-5.8125
Reflectoscope,-5.84375,-5.84375
Liguorian,-5.84375,-5.84375
Headlight,-5.59375,-5.59375
Unsack,-5.84375,-5.84375
Inequities,-5.59375,-5.59375
Bignou,-5.84375,-5.84375
Bobtails,-5.84375,-5.84375
Counterhaft,-5.84375,-5.84375
Grassflat,-5.71875,-5.71875
Gesellschaften,-5.96875,-5.96875
Unrenunciatory,-5.71875,-5.71875
Limpkin,-5.84375,-5.84375
Subchronic,-5.8125,-5.8125
Mughouse,-5.84375,-5.84375
Dinitro,-5.59375,-5.59375
Plagal,-5.96875,-5.96875
Monarchal,-5.59375,-5.59375
Eastlander,-6.09375,-6.09375
Liturgistical,-5.71875,-5.71875
Rewinds,-5.71875,-5.71875
Coguarantor,-6.09375,-6.09375
Snipelike,-5.625,-5.625
Consignatary,-5.71875,-5.71875
Precept,-5.6875,-5.6875
Mechanizer,-5.71875,-5.71875
Abounds,-5.59375,-5.59375
Aryballoi,-5.84375,-5.84375
Indiscovery,-5.84375,-5.84375
Spulyie,-5.84375,-5.84375
Heronite,-5.84375,-5.84375
Impetigo,-5.96875,-5.96875
Quinnats,-5.71875,-5.71875
Protoconid,-5.84375,-5.84375
Verumontanum,-5.34375,-5.34375
Worldward,-5.625,-5.625
Underroast,-5.5,-5.5
Tinctures,-5.9375,-5.9375
Heterolecithal,-5.8125,-5.8125
Supertax,-5.84375,-5.84375
Hoopmen,-6.09375,-6.09375
Basiglandular,-6.1875,-6.1875
Somniloquous,-5.71875,-5.71875
Phanerocarpous,-5.5,-5.5
Cambouis,-6.09375,-6.09375
Scirtopod,-5.46875,-5.46875
Scandic,-5.96875,-5.96875
Vaginicolous,-5.84375,-5.84375
Periodontosis,-5.84375,-5.84375
Misology,-6.09375,-6.09375
